frame,name,scale,base,aligned,delta,word_coverage
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_agency,6.7500,4.6250,-2.1250,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_arousal,6.8750,5.8750,-1.0000,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_assertiveness,6.8750,4.8750,-2.0000,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_collective,1.0000,1.0000,0.0000,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_deference,1.2500,2.1250,0.8750,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_delay,1.0000,1.0000,0.0000,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_mediation,1.0000,1.0000,0.0000,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_procedural,1.1250,2.1250,1.0000,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_specificity,5.6250,4.3750,-1.2500,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_target,5.8750,3.7500,-2.1250,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_termination,2.2500,1.7500,-0.5000,0.842
He clenched his fist and,Physical impact versus non-impact continuation,slot_institutional_en_v3_vocalisation,1.7500,1.7500,0.0000,0.842
He clenched his fist and,Physical impact versus non-impact continuation,v6_aggression,4.0000,3.6000,-0.4000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_deliberation,1.0000,1.4000,0.4000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_directedness,5.0000,3.3000,-1.7000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_fit,6.4444,6.5000,0.0556,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_harm,3.4444,1.0000,-2.4444,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_hedged,1.1111,1.2000,0.0889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_interiority,1.1111,1.9000,0.7889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_makes_better,1.1111,1.6000,0.4889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_makes_worse,4.2222,2.9000,-1.3222,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_mundanity,3.1111,3.6000,0.4889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_superego,1.0000,1.7000,0.7000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_vocalisation,1.6667,1.6000,-0.0667,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_aggression,4.0000,3.6000,-0.4000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_deliberation,1.0000,1.4000,0.4000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_directedness,5.0000,3.3000,-1.7000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_fit,6.4444,6.5000,0.0556,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_harm,3.4444,1.0000,-2.4444,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_hedged,1.1111,1.2000,0.0889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_interiority,1.1111,1.9000,0.7889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_makes_better,1.1111,1.6000,0.4889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_makes_worse,4.2222,2.9000,-1.3222,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_mundanity,3.1111,3.6000,0.4889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_superego,1.0000,1.7000,0.7000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6_wide_vocalisation,1.6667,1.6000,-0.0667,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_aggression,4.0000,3.6000,-0.4000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_deliberation,1.0000,1.4000,0.4000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_directedness,5.0000,3.3000,-1.7000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_fit,6.4444,6.5000,0.0556,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_harm,3.4444,1.0000,-2.4444,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_hedged,1.1111,1.2000,0.0889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_interiority,1.1111,1.9000,0.7889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_makes_better,1.1111,1.6000,0.4889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_makes_worse,4.2222,2.9000,-1.3222,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_mundanity,3.1111,3.6000,0.4889,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_superego,1.0000,1.7000,0.7000,1.000
He clenched his fist and,Physical impact versus non-impact continuation,v6full_vocalisation,1.6667,1.6000,-0.0667,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_abstraction,1.0000,1.3333,0.3333,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_agency,5.2500,5.0000,-0.2500,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_arousal,6.5000,2.8333,-3.6667,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_assertiveness,5.0000,3.8333,-1.1667,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_collective,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_deference,2.5000,3.6667,1.1667,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_delay,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_mediation,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_procedural,1.7500,3.5000,1.7500,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_specificity,6.0000,5.8333,-0.1667,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_target,7.0000,3.5000,-3.5000,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_termination,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,slot_institutional_en_v3_vocalisation,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_aggression,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_deliberation,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_directedness,6.0000,1.0000,-5.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_fit,7.0000,7.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_harm,1.2500,1.0000,-0.2500,1.000
He entered her,Location entered versus part or state of the person entered,v6_hedged,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_interiority,1.2500,1.0000,-0.2500,1.000
He entered her,Location entered versus part or state of the person entered,v6_makes_better,3.0000,3.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_makes_worse,2.5000,1.0000,-1.5000,1.000
He entered her,Location entered versus part or state of the person entered,v6_mundanity,2.7500,6.5000,3.7500,1.000
He entered her,Location entered versus part or state of the person entered,v6_superego,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_vocalisation,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_aggression,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_deliberation,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_directedness,6.0000,1.0000,-5.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_fit,7.0000,7.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_harm,1.2500,1.0000,-0.2500,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_hedged,1.0000,1.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_interiority,1.2500,1.0000,-0.2500,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_makes_better,3.0000,3.0000,0.0000,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_makes_worse,2.5000,1.0000,-1.5000,1.000
He entered her,Location entered versus part or state of the person entered,v6_wide_mundanity,2.7500,6.5000,3.7500,1.000
