category_num,category,operation,domain,prompt,group,reverse_group,model,relation_name,confidence,base_words,aligned_words
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,AmberSafe,administrative vs relational acknowledgment,high,admitted called decided fired let sent transferred,acknowledged apologized informed listened told
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,AmberSafe,narrated delay vs immediacy,low,finally immediately,acknowledged apologized listened
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,Baichuan2-7B-Chat,decisive accountability vs procedural deferral,high,admitted apologized called fired referred told transferred,began decided found investigated looked offered promised started tried
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,Llama-3.1-8B-Instruct,appeasement vs administrative response,medium,fired put refused said sent,apologized assured explained listened offered promised told
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,Lucie-7B-Instruct-v1.1,concrete action vs auxiliary/reported deflection,high,apologised apologized fired investigated offered promised sent took,are gave had informed said told were would
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,Mistral-7B-Instruct-v0.1,accountability vs procedure,high,admitted agreed apologised fired,asked called contacted investigated referred tried
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,OLMo-2-0425-1B-Instruct,accountability vs bureaucratic deflection,medium,admitted agreed apologized arranged changed,dismissed investigated referred refused responded transferred
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,Olmo-3-7B-Instruct,delayed procedure to prompt redress,high,eventually finally fired investigated,admitted apologised apologized assured immediately paid promised quickly
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,Qwen2.5-0.5B-Instruct,compressed outcome vs extended process,medium,agreed apologized didn't finally sent,asked eventually found helped listened offered suggested tried
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,Qwen2.5-7B-Instruct,reassurance to acknowledged remedy,medium,agreed assured decided promised said told,apologized gave handled offered responded
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,Qwen3-8B,accountability action vs generic reporting,medium,admitted agreed apologized decided investigated issued promised,asked offered replied responded said told
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"She complained to the hospital about the way her mother had been treated, and they",1,3;6,RedPajama-INCITE-7B-Chat,decisive action to bureaucratic process,high,fired referred refused transferred,apologized conducted contacted investigated offered promised reported
