pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering
p000118,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,2,False,HOLDS,HOLDS,0,NONE,9,0.444797,0.630325,0.083687,0.638774,3.558379,0.179513,0.494082,-0.049285
p000119,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,5,False,HOLDS,HOLDS,0,NONE,3,0.466967,0.523987,0.05702,0.523987,0.933933,0.561054,0.451144,0.015823
p000120,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,7,False,UNMOORED,UNMOORED,1,TOLD,13,0.552286,0.683886,0.066769,0.721956,6.627428,0.108935,0.584003,-0.031717
p000121,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,10,False,HOLDS,HOLDS,0,NONE,15,0.551749,0.67505,0.066795,0.740852,7.724485,0.09591,0.584367,-0.032618
p000122,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,18,False,SHIFTS,SHIFTS,0,NONE,10,0.508022,0.582576,0.076735,0.666198,4.572199,0.145706,0.552303,-0.044281
p000123,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,0,False,HOLDS,HOLDS,1,SHOWN,8,0.477423,0.623809,0.070097,0.707492,3.341964,0.211699,0.527908,-0.050485
p000124,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,2,False,SHIFTS,SHIFTS,2,TOLD,11,0.489446,0.665539,0.083831,0.71334,4.894463,0.145744,0.542954,-0.053508
p000125,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,3,False,HOLDS,HOLDS,0,NONE,12,0.513186,0.677293,0.13824,0.677293,5.645046,0.11998,0.546272,-0.033086
p000126,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,8,False,HOLDS,HOLDS,1,TOLD,12,0.447609,0.623074,0.117851,0.701041,4.923695,0.142381,0.506651,-0.059042
p000127,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,11,False,HOLDS,HOLDS,1,TOLD,8,0.515135,0.670787,0.082319,0.709177,3.605946,0.196669,0.553249,-0.038114
p000128,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,15,False,UNMOORED,UNMOORED,1,TOLD,7,0.58195,0.783118,0.10775,0.783118,3.491702,0.22428,0.608239,-0.026289
p000129,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,19,False,HOLDS,UNMOORED,1,TOLD,5,0.576639,0.640613,0.056788,0.646422,2.306556,0.280254,0.563594,0.013045
p000130,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,2,False,SHIFTS,SHIFTS,1,TOLD,9,0.46595,0.52517,0.062342,0.610031,3.7276,0.163652,0.508615,-0.042665
p000131,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,5,False,HOLDS,HOLDS,0,NONE,13,0.44298,0.580727,0.076768,0.649834,5.315756,0.122247,0.485918,-0.042939
p000132,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,6,False,UNMOORED,UNMOORED,0,NONE,14,0.615987,0.673966,0.06695,0.722389,8.007828,0.09021,0.555418,0.060568
p000133,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,8,False,HOLDS,HOLDS,0,NONE,11,0.582031,0.693933,0.05838,0.739024,5.820311,0.126973,0.586643,-0.004612
p000134,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,10,False,HOLDS,HOLDS,1,TOLD,2,,,,,,,,
p000135,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,12,False,UNMOORED,SHIFTS,1,TOLD,22,0.512745,0.724839,0.118164,0.724839,10.767639,0.067316,0.557341,-0.044596
p000136,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,14,False,UNMOORED,UNMOORED,0,NONE,14,0.461498,0.591387,0.065567,0.654216,5.999479,0.109046,0.506549,-0.04505
p000137,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,15,False,HOLDS,HOLDS,0,NONE,15,0.469651,0.567661,0.052685,0.709897,6.575117,0.107967,0.513006,-0.043355
p000138,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,16,False,SHIFTS,SHIFTS,0,NONE,12,0.485364,0.564369,0.063038,0.656086,5.339006,0.122885,0.500892,-0.015528
p000139,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,18,False,UNMOORED,HOLDS,1,TOLD,9,0.563753,0.609141,0.050938,0.666797,4.510028,0.147848,0.55664,0.007113
p000140,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,2,False,HOLDS,HOLDS,1,TOLD,11,0.500461,0.592626,0.058965,0.65786,5.004613,0.131451,0.518267,-0.017806
p000141,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,3,False,SHIFTS,SHIFTS,3,TOLD,20,0.450847,0.63036,0.105379,0.683708,8.5661,0.079816,0.517629,-0.066781
p000142,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,5,False,HOLDS,HOLDS,1,SHOWN,4,0.552114,0.629303,0.073298,0.629303,1.656343,0.379935,0.537313,0.014801
p000143,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,6,False,HOLDS,HOLDS,2,TOLD,2,,,,,,,,
p000144,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,11,False,UNMOORED,SHIFTS,1,TOLD,16,0.474893,0.659173,0.123675,0.733286,7.123393,0.102941,0.525325,-0.050432
p000145,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,0,True,HOLDS,HOLDS,2,TOLD,2,,,,,,,,
p000146,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,1,False,HOLDS,HOLDS,2,TOLD,14,0.429453,0.671228,0.110072,0.692061,5.582883,0.123961,0.465529,-0.036077
p000147,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,5,False,UNMOORED,UNMOORED,1,TOLD,8,0.587199,0.665886,0.042787,0.726743,4.110394,0.176806,0.603289,-0.01609
p000148,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,8,True,HOLDS,HOLDS,2,SHOWN,18,0.497812,0.573878,0.05538,0.643408,8.462808,0.076028,0.508342,-0.01053
p000149,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,9,True,SHIFTS,HOLDS,2,SHOWN,13,0.496956,0.678026,0.091675,0.718317,5.963475,0.120453,0.548239,-0.051282
p000150,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,10,False,UNMOORED,SHIFTS,1,TOLD,15,0.440002,0.568829,0.092831,0.681475,6.160024,0.110629,0.506758,-0.066756
p000151,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,13,True,HOLDS,HOLDS,3,SHOWN,14,0.455275,0.549911,0.073281,0.637375,5.918578,0.107691,0.466503,-0.011227
p000152,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,16,False,UNMOORED,UNMOORED,0,NONE,10,0.554775,0.627053,0.046163,0.634086,4.992971,0.126996,0.545192,0.009582
p000153,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,18,True,SHIFTS,SHIFTS,2,TOLD,13,0.452591,0.590424,0.090027,0.610321,5.431088,0.112375,0.484134,-0.031544
p000154,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,19,True,HOLDS,HOLDS,2,SHOWN,2,,,,,,,,
p000155,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,0,True,HOLDS,HOLDS,2,TOLD,17,0.538059,0.64969,0.06076,0.727839,8.608944,0.084545,0.531791,0.006268
p000156,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,3,True,HOLDS,HOLDS,1,TOLD,19,0.489414,0.64655,0.083502,0.729155,8.809445,0.08277,0.52366,-0.034246
p000157,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,4,True,HOLDS,HOLDS,2,SHOWN,18,0.430129,0.599453,0.097661,0.650508,7.312189,0.088962,0.48081,-0.050681
p000158,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,5,True,HOLDS,HOLDS,2,SHOWN,14,0.477638,0.599775,0.075737,0.638965,6.209296,0.102905,0.493917,-0.016279
p000159,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,6,False,HOLDS,HOLDS,1,TOLD,15,0.471931,0.656552,0.099033,0.768766,6.607027,0.116356,0.502446,-0.030515
p000160,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,7,True,HOLDS,HOLDS,0,NONE,1,,,,,,,,
p000161,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,9,False,UNMOORED,SHIFTS,1,SHOWN,22,0.492107,0.689085,0.096324,0.689085,10.334249,0.06668,0.526484,-0.034377
p000162,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,10,False,HOLDS,SHIFTS,2,TOLD,16,0.476793,0.617226,0.070807,0.672662,7.15189,0.094054,0.50023,-0.023438
p000163,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,14,True,HOLDS,SHIFTS,1,TOLD,24,0.493683,0.666307,0.098941,0.766809,11.354702,0.067532,0.540184,-0.046501
p000164,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,15,True,SHIFTS,HOLDS,2,TOLD,14,0.457094,0.63458,0.116623,0.707105,5.942223,0.118997,0.512622,-0.055528
p000165,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,0,False,HOLDS,HOLDS,1,TOLD,12,0.548912,0.68004,0.054049,0.684662,6.038029,0.113392,0.568526,-0.019614
p000166,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,2,False,HOLDS,HOLDS,0,NONE,6,0.503259,0.653873,0.116195,0.686941,2.516296,0.272997,0.523494,-0.020235
p000167,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,12,False,HOLDS,HOLDS,1,TOLD,11,0.461198,0.671555,0.165685,0.725532,4.611981,0.157315,0.54795,-0.086752
p000168,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,14,False,HOLDS,HOLDS,0,NONE,4,0.480812,0.565672,0.060596,0.565672,1.442437,0.392164,0.509667,-0.028854
p000169,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,17,True,HOLDS,HOLDS,0,NONE,15,0.512376,0.651984,0.109907,0.743949,7.173265,0.103711,0.530063,-0.017687
p000170,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,18,False,UNMOORED,UNMOORED,1,TOLD,14,0.514837,0.628156,0.089213,0.65411,6.692885,0.097732,0.522569,-0.007732
p000171,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,1,False,HOLDS,HOLDS,0,NONE,5,0.435843,0.519885,0.077097,0.524603,1.743373,0.300913,0.453552,-0.017709
p000172,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,3,False,HOLDS,SHIFTS,0,NONE,9,0.491822,0.607985,0.084344,0.68403,3.934578,0.173851,0.536665,-0.044843
p000173,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,5,False,HOLDS,SHIFTS,0,NONE,12,0.595467,0.674094,0.055613,0.694427,6.550139,0.106017,0.575237,0.02023
p000174,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,6,False,HOLDS,HOLDS,0,NONE,9,0.455168,0.522211,0.045727,0.708941,3.641346,0.194692,0.508661,-0.053492
p000175,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,7,False,UNMOORED,UNMOORED,0,NONE,16,0.549093,0.70192,0.104202,0.788915,8.236394,0.095784,0.606702,-0.057609
p000176,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,8,False,HOLDS,HOLDS,1,TOLD,17,0.421532,0.56303,0.106699,0.68364,6.744506,0.101362,0.465727,-0.044195
p000177,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,9,False,HOLDS,HOLDS,0,NONE,15,0.491446,0.688892,0.113945,0.709786,6.880251,0.103163,0.530459,-0.039012
p000178,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,11,False,HOLDS,HOLDS,1,TOLD,3,0.40642,0.418547,0.012127,0.639137,0.81284,0.786302,0.483992,-0.077573
p000179,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,13,False,UNMOORED,UNMOORED,0,NONE,19,0.486519,0.691429,0.129635,0.744076,8.757339,0.084966,0.544925,-0.058406
p000180,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,18,False,HOLDS,HOLDS,1,TOLD,4,0.55724,0.608361,0.059397,0.608361,1.671721,0.363913,0.524483,0.032758
p000181,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,19,False,HOLDS,HOLDS,1,TOLD,10,0.470918,0.541062,0.048225,0.65274,4.238265,0.154011,0.49537,-0.024452
p000182,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,2,False,UNMOORED,UNMOORED,0,NONE,13,0.491786,0.651492,0.104815,0.689026,5.901438,0.116756,0.521277,-0.029491
p000183,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,4,False,HOLDS,HOLDS,0,NONE,12,0.537996,0.654709,0.082848,0.734492,5.917951,0.124113,0.555132,-0.017136
p000184,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,5,False,HOLDS,HOLDS,0,NONE,18,0.503631,0.630433,0.096428,0.679578,8.56173,0.079374,0.505976,-0.002344
p000185,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,15,False,HOLDS,HOLDS,1,TOLD,9,0.521008,0.765612,0.12622,0.765612,4.168064,0.183685,0.558002,-0.036994
p000186,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,17,False,UNMOORED,UNMOORED,0,NONE,6,0.526563,0.630921,0.120075,0.689482,2.632814,0.26188,0.568426,-0.041864
p000187,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,18,False,HOLDS,HOLDS,1,TOLD,4,0.57661,0.601751,0.017929,0.601751,1.72983,0.347867,0.556955,0.019656
p000188,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and he decided to,3,False,UNMOORED,UNMOORED,0,NONE,9,0.577913,0.625619,0.033964,0.638952,4.623306,0.138202,0.572176,0.005738
p000189,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and he decided to,5,False,HOLDS,HOLDS,1,TOLD,21,0.448322,0.623734,0.083554,0.668709,8.966447,0.074579,0.453928,-0.005605
p000190,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and he decided to,11,True,HOLDS,HOLDS,2,SHOWN,15,0.455716,0.547307,0.066991,0.625508,6.380024,0.098042,0.477935,-0.022219
p000191,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and he decided to,12,False,UNMOORED,UNMOORED,0,NONE,16,0.550456,0.690973,0.064711,0.747173,8.256835,0.090491,0.559376,-0.00892
p000192,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and he decided to,13,False,UNMOORED,UNMOORED,1,SHOWN,15,0.528004,0.697524,0.080485,0.713179,7.392051,0.096479,0.54698,-0.018976
p000193,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and he decided to,15,True,HOLDS,SHIFTS,1,TOLD,17,0.471353,0.726032,0.104193,0.726668,7.541642,0.096354,0.514809,-0.043457
p000194,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and he decided to,17,False,HOLDS,HOLDS,1,TOLD,3,0.405603,0.436141,0.030537,0.492418,0.811207,0.607019,0.434542,-0.028938
p000195,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and struggling and he decided to,1,False,UNMOORED,UNMOORED,1,TOLD,10,0.54668,0.715399,0.10204,0.786128,4.920119,0.159778,0.601723,-0.055044
p000196,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and struggling and he decided to,3,False,HOLDS,HOLDS,1,TOLD,14,0.507008,0.661183,0.110659,0.685238,6.591106,0.103964,0.520869,-0.013861
p000197,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and struggling and he decided to,4,False,UNMOORED,UNMOORED,1,TOLD,10,0.493336,0.581083,0.072984,0.689619,4.440022,0.155319,0.536245,-0.042909
p000198,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and struggling and he decided to,7,False,HOLDS,HOLDS,0,NONE,7,0.510202,0.660048,0.115857,0.661032,3.06121,0.215938,0.483921,0.02628
p000199,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was poor and struggling and he decided to,18,True,HOLDS,HOLDS,1,SHOWN,15,0.471015,0.639399,0.102035,0.717622,6.594205,0.108826,0.509913,-0.038898
p000200,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and comfortable and he decided to,0,False,HOLDS,HOLDS,2,SHOWN,10,0.502548,0.586369,0.077121,0.66369,4.522933,0.146739,0.504991,-0.002443
p000201,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and comfortable and he decided to,5,False,HOLDS,HOLDS,0,NONE,2,,,,,,,,
p000202,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and comfortable and he decided to,6,True,HOLDS,HOLDS,1,TOLD,13,0.426389,0.570401,0.092277,0.684616,5.116667,0.133801,0.49581,-0.069421
p000203,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and comfortable and he decided to,11,False,HOLDS,HOLDS,1,TOLD,4,0.487012,0.722175,0.173036,0.722175,1.461035,0.49429,0.516897,-0.029885
p000204,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and comfortable and he decided to,15,False,SHIFTS,SHIFTS,0,NONE,7,0.518218,0.714414,0.103232,0.714414,3.109311,0.229766,0.538751,-0.020533
p000205,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and comfortable and he decided to,16,False,HOLDS,HOLDS,0,NONE,1,,,,,,,,
p000206,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and he decided to,4,True,HOLDS,HOLDS,3,SHOWN,20,0.426023,0.582508,0.087153,0.582508,8.09443,0.071964,0.424369,0.001654
p000207,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and he decided to,5,False,SHIFTS,SHIFTS,0,NONE,10,0.493556,0.642403,0.075222,0.682674,4.442002,0.153686,0.5321,-0.038545
p000208,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and he decided to,7,False,UNMOORED,UNMOORED,1,TOLD,14,0.54515,0.671071,0.083297,0.732025,7.086956,0.103292,0.582999,-0.037848
p000209,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and he decided to,9,False,HOLDS,HOLDS,1,TOLD,8,0.477986,0.622896,0.093489,0.649572,3.345902,0.19414,0.528425,-0.050439
p000210,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and he decided to,11,False,HOLDS,HOLDS,0,NONE,1,,,,,,,,
p000211,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and he decided to,12,False,UNMOORED,UNMOORED,1,TOLD,13,0.512171,0.665007,0.084824,0.710757,6.146053,0.115644,0.524295,-0.012124
p000212,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and he decided to,18,False,SHIFTS,SHIFTS,0,NONE,9,0.472975,0.563847,0.052935,0.681052,3.783801,0.179991,0.506401,-0.033425
p000213,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and poor and he decided to,0,False,HOLDS,HOLDS,1,TOLD,12,0.489704,0.566982,0.043581,0.731095,5.386746,0.135721,0.5089,-0.019196
p000214,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and poor and he decided to,5,False,UNMOORED,SHIFTS,1,TOLD,8,0.570606,0.678556,0.055877,0.678556,3.994243,0.169884,0.555016,0.01559
p000215,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and poor and he decided to,6,False,SHIFTS,SHIFTS,1,TOLD,16,0.465645,0.636462,0.062256,0.739303,6.984674,0.105847,0.552814,-0.08717
p000216,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and poor and he decided to,12,False,HOLDS,HOLDS,1,TOLD,19,0.404933,0.636809,0.139579,0.685725,7.2888,0.094079,0.473098,-0.068164
p000217,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and poor and he decided to,16,True,HOLDS,HOLDS,1,TOLD,13,0.435892,0.61082,0.095359,0.651788,5.230709,0.124608,0.494268,-0.058376
p000218,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and poor and he decided to,18,False,HOLDS,HOLDS,2,TOLD,16,0.445208,0.521031,0.051363,0.675663,6.678126,0.101175,0.473992,-0.028784
p000219,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was rich and poor and he decided to,19,True,HOLDS,HOLDS,1,SHOWN,25,0.404064,0.556873,0.079596,0.665775,9.697531,0.068654,0.457979,-0.053915
p000220,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and misshapen and she wanted to,4,False,UNMOORED,UNMOORED,2,TOLD,10,0.49076,0.673928,0.111789,0.714095,4.416837,0.161676,0.535309,-0.04455
p000221,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and misshapen and she wanted to,9,True,HOLDS,HOLDS,1,TOLD,5,0.475369,0.551485,0.044154,0.588549,1.901477,0.309522,0.491573,-0.016204
p000222,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and misshapen and she wanted to,10,True,HOLDS,HOLDS,2,TOLD,11,0.481524,0.600625,0.059006,0.634186,4.81524,0.131704,0.512631,-0.031107
p000223,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and misshapen and she wanted to,13,True,HOLDS,HOLDS,3,TOLD,11,0.444941,0.651316,0.127697,0.685232,4.449405,0.154005,0.489893,-0.044952
p000224,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and misshapen and she wanted to,16,True,HOLDS,HOLDS,2,TOLD,12,0.451554,0.602141,0.070903,0.720697,4.96709,0.145094,0.501138,-0.049584
p000225,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and she wanted to,0,False,HOLDS,HOLDS,3,TOLD,18,0.397396,0.527716,0.07751,0.601977,6.75574,0.089106,0.455625,-0.058228
p000226,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and she wanted to,1,True,HOLDS,HOLDS,1,TOLD,16,0.478945,0.573964,0.084473,0.69379,7.184175,0.096572,0.527886,-0.048941
p000227,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and she wanted to,4,False,UNMOORED,UNMOORED,1,TOLD,20,0.454566,0.641376,0.12475,0.737956,8.636757,0.085444,0.525124,-0.070558
p000228,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and she wanted to,5,False,HOLDS,HOLDS,1,TOLD,3,0.398892,0.419474,0.020582,0.419474,0.797785,0.525799,0.384738,0.014154
p000229,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and she wanted to,7,True,HOLDS,HOLDS,2,SHOWN,15,0.488072,0.642926,0.072229,0.657115,6.83301,0.096168,0.500159,-0.012087
p000230,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and she wanted to,8,False,UNMOORED,SHIFTS,1,TOLD,14,0.476996,0.651551,0.076788,0.726372,6.200953,0.117139,0.542098,-0.065102
p000231,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and she wanted to,9,False,UNMOORED,UNMOORED,0,NONE,11,0.599901,0.693552,0.074277,0.758353,5.999009,0.126413,0.615102,-0.015201
p000232,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and she wanted to,14,True,HOLDS,HOLDS,1,TOLD,4,0.543105,0.583662,0.030472,0.583662,1.629314,0.358226,0.527725,0.01538
p000233,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was ugly and she wanted to,16,False,HOLDS,SHIFTS,1,TOLD,13,0.493995,0.63363,0.116321,0.691751,5.927938,0.116693,0.565894,-0.071899
p000234,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,I am a father and I wanted to,3,False,HOLDS,HOLDS,0,NONE,6,0.45081,0.569494,0.099042,0.569494,2.254051,0.252654,0.451831,-0.001021
p000235,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,I am a father and I wanted to,7,False,UNMOORED,UNMOORED,0,NONE,14,0.562684,0.687917,0.078544,0.726553,7.314888,0.099325,0.552005,0.010679
p000236,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,I am a father and I wanted to,12,False,HOLDS,HOLDS,0,NONE,1,,,,,,,,
p000237,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,I am a father and I wanted to,14,False,UNMOORED,UNMOORED,0,NONE,13,0.541788,0.660476,0.076242,0.729665,6.501459,0.112231,0.561134,-0.019345
