Word	Length	Pinyin	Pinyin.Input	WCount	W.million	log10W	W-CD	W-CD%	log10CD	Dominant.PoS	Dominant.PoS.Freq	All.PoS	All.PoS.Freq	Eng.Tran.
一下	2	yi1 xia4	yixia	27171	809.95	4.4341	5714	91.53	3.7569	mq	27049	.mq.d.	.27049.122.	(used after a verb) give it a go/to do (sth for a bit to give it a try)/one time/once/in a while/all of a sudden/all at once
家	1	jia1/jia5/jie5	jia	27026	805.63	4.4318	5613	89.91	3.7492	n	17759	.n.q.	.17759.9267.	"furniture/tool; home/family/classifier for families or businesses/refers to the philosophical schools of pre-Han China/noun suffix for specialists in some activity such as musician or revolutionary, corresponds to English -ist, -er, -ary or -ian/surname Jia"
非常	2	fei1 chang2	feichang	26976	804.14	4.431	5138	82.3	3.7108	d	26633	.d.b.	.26633.343.	unusual/extraordinary/extreme/very/exceptional
看到	2	kan4 dao4	kandao	26783	798.38	4.4279	5628	90.15	3.7504	v	26783	.v.	.26783.	see (that)/note
希望	2	xi1 wang4	xiwang	26658	794.66	4.4258	5741	91.96	3.759	v	24781	.v.n.vn.	.24781.1784.93.	to wish for/to desire/to hope
那些	2	na4 xie1	naxie	26450	788.46	4.4224	5594	89.6	3.7477	r	26450	.r.	.26450.	those
哪	1	na3/na5/nai3/ne2/nei3	na	26385	786.52	4.4214	5326	85.31	3.7264	r	23499	.r.y.	.23499.2886.	"how/which; (particle equivalent to 啊 after noun ending in -n); which? (interrogative, followed by classifier or numeral-classifier)"
当然	2	dang1 ran2	dangran	26313	784.37	4.4202	5734	91.85	3.7585	d	26260	.d.b.	.26260.53.	only natural/as it should be/certainly/of course/without doubt
也许	2	ye3 xu3	yexu	26083	777.52	4.4164	5032	80.6	3.7017	d	26083	.d.	.26083.	perhaps/maybe
行	1	hang2/hang4/heng2/xing2	xing	26032	776	4.4155	5602	89.73	3.7483	v	22447	.v.g.q.a.n.	.22447.2133.1185.189.78.	a row/series/age order (of brothers)/profession/professional/relating to company; to walk/to go/to travel/a visit/temporary/makeshift/current/in circulation/to do/to perform/capable/competent/effective/all right/OK!/will do; behavior/conduct
朋友	2	peng2 you5	pengyou	26017	775.55	4.4153	5439	87.12	3.7355	n	26017	.n.	.26017.	friend
妈妈	2	ma1 ma5	mama	25730	766.99	4.4104	4246	68.01	3.628	n	25730	.n.	.25730.	mama/mommy/mother
相信	2	xiang1 xin4	xiangxin	25699	766.07	4.4099	5665	90.74	3.7532	v	25699	.v.	.25699.	be convinced (that something is true)/believe/to accept sth as true
前	1	qian2	qian	25613	763.51	4.4085	5722	91.65	3.7575	f	25612	.f.v.	.25612.1.	before/in front/ago/former/previous/earlier/front
嗨	1	hai1/hei1	hai	25335	755.22	4.4037	4281	68.57	3.6315	e	25335	.e.	.25335.	oh alas/hey!/hi! (loan)
认为	2	ren4 wei2	renwei	25294	754	4.403	5162	82.68	3.7128	v	25294	.v.	.25294.	to believe/to think/to consider/to feel
将	1	jiang1/jiang4/qiang1	jiang	24946	743.62	4.397	4900	78.49	3.6902	d	19647	.d.p.g.	.19647.5293.6.	"(will, shall, ""future tense"")/ready/prepared/to get/to use; a general"
这儿	2	zhe4 r5	zheer	24824	739.99	4.3949	4386	70.25	3.6421	r	24824	.r.	.24824.	here
今天	2	jin1 tian1	jintian	24750	737.78	4.3936	5484	87.84	3.7391	t	24750	.t.	.24750.	today/at the present/now
明白	2	ming2 bai5	mingbai	24744	737.6	4.3935	5475	87.7	3.7384	v	23603	.v.a.an.	.23603.995.146.	clear/obvious/unequivocal/to understand/to realize
一直	2	yi1 zhi2	yizhi	24551	731.85	4.3901	5731	91.8	3.7582	d	24551	.d.	.24551.	straight (in a straight line)/continuously/always/from the beginning of ... up to .../all along/always
看看	2	kan4 kan5	kankan	24319	724.93	4.3859	5695	91.22	3.7555	v	24319	.v.	.24319.	to take a look at/to examine/to survey/(coll.) pretty soon
车	1	che1/ju1	che	23974	714.65	4.3797	4469	71.58	3.6502	n	23909	.n.q.	.23909.65.	car/vehicle/CL:?|辆[liang4]/machine/to shape with a lathe/surname Che; vehicle on land
时	1	shi2	shi	23472	699.69	4.3706	5304	84.96	3.7246	g	23414	.g.t.	.23414.58.	o'clock/time/when/hour/season/period/surname Shi
杀	1	sha1	sha	23405	697.69	4.3693	4221	67.61	3.6254	v	23405	.v.	.23405.	to kill/to murder/to slaughter
地方	2	di4 fang5	difang	23358	696.29	4.3684	5538	88.71	3.7434	n	23358	.n.	.23358.	region/regional (away from the central administration); area/place/space/room/territory/part/respect
不过	2	bu4 guo4	buguo	23333	695.54	4.368	4705	75.36	3.6726	c	21392	.c.d.u.	.21392.1119.822.	only/merely/no more than/but/however/anyway (to get back to a previous topic)
呃	1	e4/e5	e	22734	677.69	4.3567	3346	53.6	3.5245	y	22734	.y.	.22734.	(exclamation)/hiccough/hiccup/(Hong Kong colloquial) to cheat (i.e. 欺骗)
发生	2	fa1 sheng1	fasheng	22602	673.75	4.3541	5395	86.42	3.732	v	22411	.v.vn.	.22411.191.	to happen/to occur/to take place/to break out
几	1	ji1/ji3	ji	22431	668.65	4.3508	5590	89.54	3.7474	m	22426	.m.d.	.22426.5.	almost/small table; how much/how many/several/a few
回来	2	hui2 lai5	huilai	22423	668.42	4.3507	5483	87.83	3.739	v	22423	.v.	.22423.	return/come back
准备	2	zhun3 bei4	zhunbei	22202	661.83	4.3464	5365	85.94	3.7296	v	20976	.v.vn.	.20976.1226.	preparation/prepare
找到	2	zhao3 dao4	zhaodao	22128	659.62	4.3449	5139	82.32	3.7109	v	22128	.v.	.22128.	find (what one was searching for)/succeeded in finding
后	1	hou4	hou	22018	656.34	4.3428	5508	88.23	3.741	f	21996	.f.g.t.	.21996.21.1.	back/behind/rear/afterwards/after/later; empress/queen/surname Hou
爸爸	2	ba4 ba5	baba	21930	653.72	4.341	3747	60.02	3.5737	n	21930	.n.	.21930.	(informal) father
一切	2	yi1 qie4	yiqie	21709	647.13	4.3366	5326	85.31	3.7264	r	21709	.r.	.21709.	everything
抱歉	2	bao4 qian4	baoqian	21563	642.78	4.3337	5096	81.63	3.7072	a	17400	.a.an.ad.	.17400.2871.1292.	sorry/We apologize!/to feel apologetic/to regret
比	1	bi3	bi	21371	637.06	4.3298	5555	88.98	3.7447	p	20097	.p.v.n.b.	.20097.829.327.118.	"(particle used for comparison and ""-er than"")/to compare/to contrast/to gesture (with hands)/ratio/abbr. for Belgium 比利fB|比利时; associate with/be near"
感觉	2	gan3 jue2	ganjue	21315	635.39	4.3287	5104	81.76	3.7079	n	14785	.n.v.	.14785.6530.	to feel/to become aware of/feeling/sense/perception
些	1	xie1	xie	21286	634.52	4.3281	5399	86.48	3.7323	q	21286	.q.	.21286.	some/few/several/(a measure word)
只是	2	zhi3 shi4	zhishi	21213	632.35	4.3266	5389	86.32	3.7315	d	18667	.d.c.v.	.18667.1941.605.	merely/simply/only/but
怎么样	3	zen3 me5 yang4	zenmeyang	20986	625.58	4.3219	5278	84.54	3.7225	r	20986	.r.	.20986.	how?/how about?/how was it?/how are things?
出来	2	chu1 lai2	chulai	20938	624.15	4.3209	5532	88.61	3.7429	v	20938	.v.	.20938.	to come out/to emerge
不要	2	bu4 yao4	buyao	20679	616.43	4.3155	4984	79.83	3.6976	d	20679	.d.	.20679.	don't!/must not
对不起	3	dui4 bu5 qi3	duibuqi	20548	612.52	4.3128	4797	76.84	3.681	v	20548	.v.	.20548.	I'm sorry/pardon me/forgive me
问	1	wen4	wen	20455	609.75	4.3108	5286	84.67	3.7231	v	20440	.v.g.vn.	.20440.9.6.	to ask
离开	2	li2 kai1	likai	20359	606.89	4.3088	5216	83.55	3.7173	v	20359	.v.	.20359.	to depart/to leave
一点	2	yi1 dian3	yidian	20342	606.38	4.3084	5326	85.31	3.7264	mq	20034	.mq.t.	.20034.308.	a bit/a little/one dot/one point
一定	2	yi1 ding4	yiding	20273	604.33	4.3069	5274	84.48	3.7221	d	19663	.d.b.	.19663.610.	surely/certainly/necessarily/fixed/a certain (extent etc)/given/particular/must
起	1	qi3	qi	20231	603.07	4.306	5545	88.82	3.7439	v	14150	.v.q.f.	.14150.5086.995.	"to rise/to raise/to get up/to set out/to start/to appear/to launch/to initiate (action)/to draft/to establish/to get (from a depot or counter)/verb suffix, to start/(before place or time) starting from/classifier for occurrences or unpredictable events: case, instance/classifier for groups: batch, group"
还是	2	hai2 shi4	huanshi	19998	596.13	4.301	5607	89.81	3.7487	c	8583	.c.d.v.	.8583.7565.3850.	or/still/nevertheless
发现	2	fa1 xian4	faxian	19774	589.45	4.2961	5060	81.05	3.7042	v	19578	.v.vn.	.19578.196.	to find/to discover
所	1	suo3	suo	19715	587.69	4.2948	5175	82.89	3.7139	u	17994	.u.q.n.	.17994.1210.511.	"actually/place/classifier for houses, small buildings, institutions etc/that which/particle introducing a relative clause or passive"
住	1	zhu4	zhu	19602	584.32	4.2923	5175	82.89	3.7139	v	19602	.v.	.19602.	to live/to dwell/to stay/to reside/to stop
件	1	jian4	jian	19568	583.31	4.2915	5259	84.24	3.7209	q	19567	.q.g.	.19567.1.	"item/component/classifier for events, things, clothes etc"
正	1	zheng1/zheng4	zheng	19536	582.36	4.2908	5406	86.59	3.7329	d	19175	.d.b.a.v.	.19175.266.88.7.	Chinese 1st month of year; just (right)/main/upright/straight/correct/positive/greater than zero/principle
而且	2	er2 qie3	erqie	19404	578.42	4.2879	5071	81.23	3.7051	c	19404	.c.	.19404.	not only ... but also/as well as/moreover/in addition/furthermore
并	1	bing1/bing4	bing	19394	578.12	4.2877	5049	80.87	3.7032	d	13669	.d.cc.	.13669.5725.	amalgamate/combine; and/also/together with; and/furthermore/(not) at all/simultaneously/also/together with/to combine/to join/to merge
必须	2	bi4 xu1	bixu	19320	575.92	4.286	4958	79.42	3.6953	d	19320	.d.	.19320.	to have to/must
意思	2	yi4 si5	yisi	19239	573.5	4.2842	5301	84.91	3.7244	n	19217	.n.v.	.19217.22.	idea/opinion/meaning/wish/desire
放	1	fang4	fang	19099	569.33	4.281	5341	85.55	3.7276	v	19099	.v.	.19099.	to release/to free/to let go/to put/to place/to let out/to set off (fireworks)
不错	2	bu4 cuo4	bucuo	18930	564.29	4.2772	4976	79.71	3.6969	a	18930	.a.	.18930.	correct/right/not bad/pretty good
肯定	2	ken3 ding4	kending	18531	552.4	4.2679	5139	82.32	3.7109	d	11279	.d.v.vn.a.	.11279.6993.250.9.	#
电话	2	dian4 hua4	dianhua	18374	547.72	4.2642	4444	71.18	3.6478	n	18374	.n.	.18374.	telephone/phone call
为了	2	wei4 le5	weiliao	18274	544.74	4.2618	5293	84.78	3.7237	p	18185	.p.v.	.18185.89.	in order to/for the purpose of/so as to
搞	1	gao3	gao	18263	544.41	4.2616	4997	80.04	3.6987	v	18263	.v.	.18263.	to do/to make/to go in for/to set up/to get hold of/to take care of
棒	1	bang4	bang	18253	544.11	4.2613	4325	69.28	3.636	a	16041	.a.g.q.	.16041.2031.181.	a stick/club or cudgel/smart/capable/strong
第一	2	di4 yi1	diyi	18192	542.29	4.2599	5202	83.33	3.7162	m	18192	.m.	.18192.	first/number one
妈	1	ma1	ma	18110	539.85	4.2579	3660	58.63	3.5635	n	18110	.n.	.18110.	ma/mamma
地	1	de5/di4	di	18009	536.84	4.2555	4878	78.14	3.6882	u	14595	.u.n.	.14595.3414.	"-ly/structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct; earth/ground/field/place/land"
进	1	jin4	jin	17634	525.66	4.2464	5243	83.98	3.7196	v	17634	.v.	.17634.	to advance/to enter/to come in
那样	2	na4 yang4	nayang	17495	521.51	4.2429	5035	80.65	3.702	r	17495	.r.	.17495.	that kind/that sort
大家	2	da4 jia1	dajia	17458	520.41	4.242	4580	73.36	3.6609	r	17410	.r.n.	.17410.48.	authority/everyone
新	1	xin1	xin	17291	515.43	4.2378	5059	81.03	3.7041	a	16836	.a.d.b.	.16836.452.3.	new/newly/abbr. for Xinjiang 新疆/meso- (chem.)
您	1	nin2	nin	17279	515.08	4.2375	3172	50.81	3.5013	r	17279	.r.	.17279.	"you (polite, as opposed to informal 你[ni3])"
向	1	xiang4	xiang	17219	513.29	4.236	5057	81	3.7039	p	17189	.p.v.g.	.17189.29.1.	direction/orientation/to face/to turn toward/to/towards/shortly before/formerly/to side with/to be partial to/all along (previously)/surname Xiang
一些	2	yi1 xie1	yixie	17133	510.72	4.2338	4907	78.6	3.6908	mq	17133	.mq.	.17133.	some/a few/a little
三	1	san1	san	16916	504.26	4.2283	4765	76.33	3.6781	m	16777	.m.t.	.16777.139.	three/3
那里	2	na4 li5	nali	16783	500.29	4.2249	4636	74.26	3.6661	r	16783	.r.	.16783.	there/that place
以为	2	yi3 wei2	yiwei	16582	494.3	4.2196	5192	83.17	3.7153	v	16582	.v.	.16582.	to believe/to think/to consider erroneously/to assume (wrongly)
高兴	2	gao1 xing4	gaoxing	16480	491.26	4.217	4897	78.44	3.6899	a	16478	.a.an.	.16478.2.	happy/glad/willing (to do sth)/in a cheerful mood
嘛	1	ma5	ma	16472	491.02	4.2167	4286	68.65	3.6321	y	16472	.y.	.16472.	(a modal particle)
老	1	lao3	lao	16451	490.39	4.2162	4530	72.56	3.6561	a	15745	.a.d.g.	.15745.687.19.	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity/old (of people)/venerable (person)/experienced/of long standing/always/all the time/of the past/very/outdated/(of meat etc) tough
位	1	wei4	wei	16368	487.92	4.214	4463	71.49	3.6496	q	16326	.q.g.	.16326.42.	position/location/classifier for people/place/seat/classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)
过来	2	guo4 lai2	guolai	16223	483.6	4.2101	4951	79.3	3.6947	v	16223	.v.	.16223.	to come over/to manage/to handle/to be able to take care of/also pr. guo4lai5
掉	1	diao4	diao	16141	481.15	4.2079	4971	79.63	3.6964	v	16141	.v.	.16141.	"to fall/to drop/to lag behind/to lose/to go missing/to reduce/fall (in prices)/to lose (value, weight etc)/to wag/to swing/to turn/to change/to exchange/to swap/to show off"
先	1	xian1	xian	16060	478.74	4.2057	5186	83.07	3.7148	d	16039	.d.g.	.16039.21.	early/prior/former/in advance/first
等等	2	deng3 deng3	dengdeng	15921	474.59	4.202	4700	75.28	3.6721	v	10676	.v.u.	.10676.5245.	etcetera/and so on ../wait a minute!/hold on!
生活	2	sheng1 huo2	shenghuo	15918	474.51	4.2019	4749	76.07	3.6766	vn	13679	.vn.v.	.13679.2239.	life/activity/to live
之	1	zhi1	zhi	15804	471.11	4.1988	4715	75.52	3.6735	u	15316	.u.r.g.	.15316.487.1.	"(possessive particle, literary equivalent of 的)/him/her/it"
买	1	mai3	mai	15766	469.97	4.1977	4369	69.98	3.6404	v	15766	.v.	.15766.	buy
种	1	chong2/zhong3/zhong4	zhong	15716	468.48	4.1963	4935	79.05	3.6933	q	15200	.q.v.g.	.15200.511.5.	"abbr. for 物种, genus/race/seed/breed/species/strain/kind/type/has guts (i.e. courage)/nerve/classifier for types: kind, sort/classifier for languages; to plant/to grow/to cultivate"
医生	2	yi1 sheng1	yisheng	15679	467.38	4.1953	3079	49.32	3.4884	n	15679	.n.	.15679.	doctor
最后	2	zui4 hou4	zuihou	15200	453.1	4.1818	4902	78.52	3.6904	f	15200	.f.	.15200.	final/last/finally/ultimate
之前	2	zhi1 qian2	zhiqian	15187	452.71	4.1815	5114	81.92	3.7088	f	15187	.f.	.15187.	before/prior to/ago
伙计	2	huo3 ji4	huoji	15063	449.02	4.1779	3387	54.25	3.5298	n	15063	.n.	.15063.	partner/fellow/mate/waiter/servant/shop assistant
手	1	shou3	shou	15010	447.44	4.1764	4720	75.6	3.6739	n	14984	.n.q.	.14984.26.	hand/(formal) to hold/person engaged in certain types of work/person skilled in certain types of work/personal(ly)/convenient
任何	2	ren4 he2	renhe	14918	444.7	4.1737	4837	77.48	3.6846	r	14918	.r.	.14918.	any/whatever/whichever/whatsoever
很多	2	hen3 duo1	henduo	14874	443.38	4.1724	4980	79.77	3.6972	m	14874	.m.	.14874.	very many/very much/great (quantity)
哪儿	2	na3 r5	naer	14873	443.35	4.1724	3735	59.83	3.5723	r	14873	.r.	.14873.	where?/wherever/anywhere
这种	2	zhe4 zhong3	zhezhong	14615	435.66	4.1648	4907	78.6	3.6908	r	14615	.r.	.14615.	this/this kind of/this sort of/this type of
上帝	2	Shang4 di4	shangdi	14605	435.37	4.1645	3685	59.03	3.5664	n	14605	.n.	.14605.	God
女人	2	nu:3 ren2	nvren	14388	428.9	4.158	4137	66.27	3.6167	n	14388	.n.	.14388.	woman
名字	2	ming2 zi5	mingzi	14335	427.32	4.1564	4581	73.38	3.661	n	14335	.n.	.14335.	name (of a person or thing)
认识	2	ren4 shi5	renshi	14304	426.39	4.1555	4544	72.79	3.6574	v	12814	.v.n.vn.	.12814.1485.5.	to know/to recognize/to be familiar with/acquainted with sth/knowledge/understanding/awareness/cognition
坐	1	zuo4	zuo	14204	423.41	4.1524	4706	75.38	3.6727	v	14204	.v.	.14204.	"to sit/to take a seat/to take (a bus, airplane etc)"
今晚	2	jin1 wan3	jinwan	14178	422.64	4.1516	3850	61.67	3.5855	t	14178	.t.	.14178.	tonight
其他	2	qi2 ta1	qita	14163	422.19	4.1512	4666	74.74	3.6689	r	14163	.r.	.14163.	other/the others/else/other than (that person)/in addition to the person mentioned above
喝	1	he1/he4	he	14004	417.45	4.1463	4206	67.37	3.6239	g	13990	.g.vn.	.13990.14.	to drink/(interj.) My goodness!; shout applause
记得	2	ji4 de5	jide	13898	414.29	4.143	4713	75.49	3.6733	v	13898	.v.	.13898.	to remember
家伙	2	jia1 huo5	jiahuo	13846	412.74	4.1413	4064	65.1	3.609	n	13846	.n.	.13846.	"household dish, implement or furniture/domestic animal/(slang) guy/chap"
与	1	yu2/yu3/yu4	yu	13700	408.39	4.1367	4274	68.46	3.6308	p	10923	.p.cc.	.10923.2777.	"(same as 欤, final particle expression doubt or surprise, similar to 吗 or 呢); and/to give/together with; take part in"
或者	2	huo4 zhe3	huozhe	13597	405.32	4.1334	4625	74.08	3.6651	c	13579	.c.d.	.13579.18.	or/possibly/maybe/perhaps
写	1	xie3/xie4	xie	13589	405.08	4.1332	3955	63.35	3.5971	v	13589	.v.	.13589.	to write
穿	1	chuan1	chuan	13586	404.99	4.1331	4351	69.69	3.6386	v	13586	.v.	.13586.	to bore through/pierce/perforate/penetrate/pass through/to dress/to wear/to put on/to thread
弄	1	long4/nong4	nong	13574	404.63	4.1327	4604	73.75	3.6631	v	13574	.v.	.13574.	lane/alley; to do/to manage/to handle/to play with/to fool with/to mess with/to fix/to toy with
过去	2	guo4 qu5	guoqu	13485	401.98	4.1299	4787	76.68	3.6801	v	7217	.v.t.	.7217.6268.	(in the) past/former/previous/to go over/to pass by
哪里	2	na3 li3	nali	13471	401.56	4.1294	3959	63.42	3.5976	r	13471	.r.	.13471.	where?/somewhere/anywhere/wherever/nowhere (negative answer to question)/humble expression denying compliment; where?/somewhere/anywhere/wherever/nowhere (negative answer to question)/humble expression denying compliment/also written 哪里
啦	1	la1/la5	la	13369	398.52	4.1261	3233	51.79	3.5096	y	13369	.y.	.13369.	(onomat.)/(phonetic); (an auxiliary word performing the grammatical functions of mood)/fusion of le + a/follows after 比如 listed examples
却	1	que4	que	13346	397.84	4.1254	4587	73.47	3.6615	d	13346	.d.	.13346.	but/yet/however/while/to go back/to decline/to retreat/nevertheless
算	1	suan4	suan	13337	397.57	4.1251	4769	76.39	3.6784	v	13335	.v.d.	.13335.2.	regard as/to figure/to calculate/to compute
担心	2	dan1 xin1	danxin	13238	394.62	4.1218	4815	77.13	3.6826	v	12973	.v.vn.	.12973.265.	anxious/worried/uneasy/to worry/to be anxious
继续	2	ji4 xu4	jixu	13221	394.11	4.1213	4645	74.4	3.667	v	13221	.v.	.13221.	to continue/to proceed with/to go on with
送	1	song4	song	13212	393.84	4.121	4622	74.03	3.6648	v	13212	.v.	.13212.	to deliver/to carry/to give (as a present)/to present (with)/to see off/to send
女孩	2	nu:3 hai2	nvhai	13197	393.39	4.1205	3606	57.76	3.557	n	13197	.n.	.13197.	girl/lass
以	1	yi3	yi	13083	390	4.1167	4819	77.19	3.683	p	12838	.p.c.b.	.12838.209.36.	to use/according to/so as to/in order to/by/with/because/abbr. for Israel
玩	1	wan2	wan	13033	388.51	4.115	4171	66.81	3.6202	v	13033	.v.	.13033.	toy/sth used for amusement/curio or antique (Taiwan pr. wan4)/to play/to have fun/to trifle with/to keep sth for entertainment
亲爱	2	qin1 ai4	qinai	12783	381.05	4.1066	3644	58.37	3.5616	a	12783	.a.	.12783.	Dear or beloved (way of starting a letter)
下来	2	xia4 lai5	xialai	12748	380.01	4.1054	4708	75.41	3.6728	v	12748	.v.	.12748.	"to come down/(after verb of motion, indicates motion down and towards us, also fig.)/(indicates continuation from the past towards us)/to be harvested (of crops)/to be over (of a period of time)/to go among the masses (said of leaders)"
成	1	cheng2	cheng	12539	373.78	4.0983	4797	76.84	3.681	v	12328	.v.q.	.12328.211.	finish/complete/accomplish/become/turn into/win/succeed/one tenth/surname Cheng
条	1	tiao2	tiao	12508	372.86	4.0972	4324	69.26	3.6359	q	12508	.q.	.12508.	"strip/item/article/clause (of law or treaty)/classifier for long thin things (ribbon, river, road, trousers etc)"
