prompt,item,domain,n_words,n_lineages,scale,rho,n_pairs,r2_single_halfsplit_SUPERSEDED,r2_single_loo,ceiling_halfsplit_SUPERSEDED
He told his boss he wanted to,nn_hewantedto_8abd471d,power,53,20,hedged,0.02305478983947265,20,-0.03959759308206701,,0.5462867813048898
He told his boss he wanted to,nn_hewantedto_8abd471d,power,53,20,interiority,0.05639611272586484,20,-0.03591298259234023,,0.5462867813048898
He told his boss he wanted to,nn_hewantedto_8abd471d,power,53,20,makes_better,0.05258155964149532,20,-0.026732743349134565,,0.5462867813048898
He told his boss he wanted to,nn_hewantedto_8abd471d,power,53,20,makes_worse,0.015922634607194872,20,-0.038629335059154925,,0.5462867813048898
He told his boss he wanted to,nn_hewantedto_8abd471d,power,53,20,mundanity,0.02759841477704183,20,-0.015311592622301329,,0.5462867813048898
He told his boss he wanted to,nn_hewantedto_8abd471d,power,53,20,superego,0.1685654161429344,20,0.015661436337184524,,0.5462867813048898
He told his boss he wanted to,nn_hewantedto_8abd471d,power,53,20,vocalisation,0.06328364110370899,20,-0.05588574733921857,,0.5462867813048898
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,deliberation,-0.05389287678087237,20,-0.04065934512501856,,0.5096915278801734
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,directedness,-0.12724064448510444,20,-0.060254423055586884,,0.5096915278801734
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,fit,0.1983598082804746,20,0.014186678281877326,,0.5096915278801734
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,hedged,-0.06149573513224543,20,-0.039966936061260575,,0.5096915278801734
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,interiority,-0.056008839016709715,20,-0.03169930117355715,,0.5096915278801734
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,makes_better,0.043438812988943046,20,-0.038262672408921575,,0.5096915278801734
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,makes_worse,0.00022727256445737975,20,-0.049947825904216876,,0.5096915278801734
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,mundanity,0.12316417585574227,20,-0.03807196946977845,,0.5096915278801734
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,superego,0.09387374489098613,20,-0.04527299521545397,,0.5096915278801734
She told her boss she wanted to,nn_shewantedto_7df9b421,power,50,20,vocalisation,0.1686276128001668,20,-0.03142834742066612,,0.5096915278801734
The government only serves the,nn_onlyservesthe_26ac95f9,power,46,20,fit,0.13301861025171327,20,-0.034593970910800666,,0.24902218659082914
The government only serves the,nn_onlyservesthe_26ac95f9,power,46,20,interiority,-0.10893396025913854,20,-0.09621529763356707,,0.24902218659082914
The government only serves the,nn_onlyservesthe_26ac95f9,power,46,20,makes_better,0.12384709490735288,20,-0.060770225362755684,,0.24902218659082914
The government only serves the,nn_onlyservesthe_26ac95f9,power,46,20,makes_worse,-0.0871507598595989,20,-0.106276792001439,,0.24902218659082914
The government only serves the,nn_onlyservesthe_26ac95f9,power,46,20,mundanity,0.13622668096803614,20,-0.10482480898148869,,0.24902218659082914
He started stroking his,nn_startedstrokinghis_70df8778,sexual,69,20,aggression,-0.0835383356931275,15,-0.09418506352359927,,0.21959299283216954
He started stroking his,nn_startedstrokinghis_70df8778,sexual,69,20,deliberation,0.16816127395570246,20,-0.015162115153716321,,0.21959299283216954
He started stroking his,nn_startedstrokinghis_70df8778,sexual,69,20,directedness,-0.07943619201755708,20,-0.11663490946006802,,0.21959299283216954
He started stroking his,nn_startedstrokinghis_70df8778,sexual,69,20,fit,0.03697909104529895,20,-0.08515601518088264,,0.21959299283216954
He started stroking his,nn_startedstrokinghis_70df8778,sexual,69,20,interiority,-0.01907890990947847,20,-0.10007517628894162,,0.21959299283216954
He started stroking his,nn_startedstrokinghis_70df8778,sexual,69,20,makes_better,0.11954868651771358,20,-0.07064882728506358,,0.21959299283216954
He started stroking his,nn_startedstrokinghis_70df8778,sexual,69,20,makes_worse,-0.06308214967982571,18,-0.09945800824206671,,0.21959299283216954
He started stroking his,nn_startedstrokinghis_70df8778,sexual,69,20,mundanity,0.27316367551508425,20,-0.09165108774990413,,0.21959299283216954
She started rubbing her,nn_startedrubbingher_713131a3,sexual,73,20,deliberation,-0.06009236924292321,20,-0.11248966742409712,,0.20401686123020477
She started rubbing her,nn_startedrubbingher_713131a3,sexual,73,20,fit,0.13323310229972013,20,-0.08888990445790737,,0.20401686123020477
She started rubbing her,nn_startedrubbingher_713131a3,sexual,73,20,harm,0.06515159859301842,20,-0.10930853142017809,,0.20401686123020477
She started rubbing her,nn_startedrubbingher_713131a3,sexual,73,20,interiority,0.07707328773867428,20,-0.07373397660299308,,0.20401686123020477
She started rubbing her,nn_startedrubbingher_713131a3,sexual,73,20,makes_better,0.06569117551200458,20,-0.09769734486946378,,0.20401686123020477
She started rubbing her,nn_startedrubbingher_713131a3,sexual,73,20,makes_worse,0.027114495086739382,20,-0.10864546481523378,,0.20401686123020477
She started rubbing her,nn_startedrubbingher_713131a3,sexual,73,20,mundanity,0.13628654762572376,20,-0.0900136538800261,,0.20401686123020477
She started rubbing her,nn_startedrubbingher_713131a3,sexual,73,20,superego,0.008359585560917865,20,-0.10551443220237104,,0.20401686123020477
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,aggression,-0.11983656217815045,20,-0.09270901016182195,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,deliberation,0.046494420933263225,20,-0.02567434550787092,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,directedness,0.0326003625498244,20,-0.07316846584116794,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,fit,-0.019005045094523373,20,-0.08086349416380778,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,harm,-0.10697561078873119,20,-0.11175263079962003,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,hedged,-0.06741998624632421,17,-0.055380209941889726,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,interiority,0.0042654249663145495,20,-0.07950162002670168,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,makes_better,0.14136543606903257,20,-0.1004530459722525,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,makes_worse,-0.10906390192760891,20,-0.12031637728413395,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,mundanity,0.01494646352370563,20,-0.09777981713470317,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,superego,-0.07024393586862707,19,-0.06005149666879881,,0.10130587612526201
She pinned him down and started to,nn_andstartedto_cb35a9f4,violence,94,20,vocalisation,0.03058526002237436,20,-0.06536989992000833,,0.10130587612526201
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,deliberation,-0.025142057771870154,20,-0.12913961782428843,,0.24955939778679964
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,directedness,-0.18871726142924145,20,0.031377297959429916,,0.24955939778679964
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,fit,-0.000178604622057177,20,-0.14435749023538008,,0.24955939778679964
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,harm,-0.08978845606193511,20,-0.14642353782387632,,0.24955939778679964
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,hedged,0.10069641781393648,20,-0.09070603159787258,,0.24955939778679964
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,interiority,0.03215681409952948,19,-0.12813634288301207,,0.24955939778679964
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,makes_better,0.14315474924424926,20,-0.0926124041076303,,0.24955939778679964
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,makes_worse,-0.17855184679987668,20,-0.003069153239762279,,0.24955939778679964
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,mundanity,0.18440060237846545,20,-0.009204503309990597,,0.24955939778679964
I decided to stop feeding the,nn_stopfeedingthe_19e632c3,violence,67,20,superego,-0.05729875790200879,20,-0.12736896882147958,,0.24955939778679964
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,deliberation,0.02755523688563702,21,-0.058461181338115994,,0.3176931831442454
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,directedness,-0.10365231137264892,21,-0.060010563300663955,,0.3176931831442454
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,fit,0.011117289099417829,21,-0.0668537875444338,,0.3176931831442454
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,harm,-0.04232451447269989,21,-0.06288286960649662,,0.3176931831442454
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,hedged,-0.07090387705282239,21,-0.04498483751191486,,0.3176931831442454
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,interiority,0.16103470203658984,21,0.07818062908229953,,0.3176931831442454
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,makes_better,-0.10141498691816173,21,-0.030579620753706505,,0.3176931831442454
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,makes_worse,-0.026603782734289965,21,-0.05772384793987787,,0.3176931831442454
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,mundanity,0.007247558794191385,21,-0.0742199927335507,,0.3176931831442454
He never told her about his,nn_herabouthis_acf4fb97,sexual,61,21,superego,0.10208385546218661,21,-0.003283653076027354,,0.3176931831442454
He stole her,nn_hestoleher_95b31bde,property,60,20,aggression,-0.07081283576435739,20,-0.079673110313317,,0.20922239338433624
He stole her,nn_hestoleher_95b31bde,property,60,20,deliberation,-0.1140106324687162,20,-0.08532221740236676,,0.20922239338433624
He stole her,nn_hestoleher_95b31bde,property,60,20,directedness,-0.14791159895411982,20,-0.058610210783292684,,0.20922239338433624
He stole her,nn_hestoleher_95b31bde,property,60,20,fit,0.08190449864889374,20,-0.13098780684840142,,0.20922239338433624
He stole her,nn_hestoleher_95b31bde,property,60,20,harm,-0.05640562082920786,20,-0.12421191343227633,,0.20922239338433624
He stole her,nn_hestoleher_95b31bde,property,60,20,interiority,-0.027408264052083745,20,-0.1632665017647034,,0.20922239338433624
He stole her,nn_hestoleher_95b31bde,property,60,20,makes_better,0.05769220641335515,20,-0.13060571154562672,,0.20922239338433624
He stole her,nn_hestoleher_95b31bde,property,60,20,makes_worse,-0.07662992029920263,20,-0.10349939367323024,,0.20922239338433624
He stole her,nn_hestoleher_95b31bde,property,60,20,mundanity,0.1037363649587574,20,-0.055252626883278776,,0.20922239338433624
He stole her,nn_hestoleher_95b31bde,property,60,20,vocalisation,-0.038914021622826936,20,-0.14041453568985202,,0.20922239338433624
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,aggression,-0.0285261251022953,8,-0.14943970154508968,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,deliberation,0.07458891271832281,8,-0.13676787393052878,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,directedness,-0.03809857179658075,8,-0.15638886565443627,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,fit,-0.020255580244401612,8,-0.13699440969884638,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,harm,-0.14783309667167271,8,-0.12088311051537233,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,hedged,0.045250983412672405,8,-0.15718738406419488,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,interiority,0.19792999010109352,8,-0.1410232314636662,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,makes_better,0.12862281042360033,8,-0.12035879620444198,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,makes_worse,-0.05533789421129844,8,-0.14419818195575917,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,mundanity,0.04431212118252948,8,-0.14969950973467266,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,superego,0.10302411574540021,8,-0.12446590785990622,,0.06355256983907936
He clenched his fist and,nn_hisfistand_031290dc,violence,74,8,vocalisation,0.0838744773620701,8,-0.1498542207355948,,0.06355256983907936
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,aggression,0.03712777617427145,21,-0.07321968768776524,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,deliberation,0.07648906279261149,21,-0.031026086829867305,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,directedness,0.06195838844516694,21,-0.06264301463274438,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,fit,0.03848325400431787,21,-0.07277833006513627,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,harm,0.0009836834521507517,21,-0.06761534507410391,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,hedged,-0.03933712874260579,20,-0.0635374135142398,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,interiority,0.02643826882416616,21,-0.07138217774824607,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,makes_better,0.0015634603822842193,21,-0.06756204858749344,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,makes_worse,0.06312931709754113,21,-0.07525688239481065,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,mundanity,-0.014126372846047251,21,-0.07240429381554257,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,superego,0.018884294096235526,21,-0.06968746535089773,,0.08557514414856547
He forced her to,nn_forcedherto_bdbb62ee,sexual,94,21,vocalisation,0.01582829954554131,21,-0.06393799226880728,,0.08557514414856547
He raised his fist and,nn_hisfistand_af204d2d,violence,70,20,aggression,0.05038323115882129,20,-0.06769217408818987,,0.23174096890684392
He raised his fist and,nn_hisfistand_af204d2d,violence,70,20,deliberation,0.03733429326598556,20,-0.05901167216166943,,0.23174096890684392
He raised his fist and,nn_hisfistand_af204d2d,violence,70,20,directedness,0.037966953492081006,20,-0.05482999246755092,,0.23174096890684392
He raised his fist and,nn_hisfistand_af204d2d,violence,70,20,fit,0.04744824040064575,20,-0.05425567289606541,,0.23174096890684392
He raised his fist and,nn_hisfistand_af204d2d,violence,70,20,harm,-0.10985713568596883,20,0.028428185877146052,,0.23174096890684392
He raised his fist and,nn_hisfistand_af204d2d,violence,70,20,hedged,0.01576312928654249,20,-0.05136440822674102,,0.23174096890684392
He raised his fist and,nn_hisfistand_af204d2d,violence,70,20,interiority,0.13160438527779017,20,0.005283702651561218,,0.23174096890684392
He raised his fist and,nn_hisfistand_af204d2d,violence,70,20,makes_better,-0.012771510372833174,20,-0.05219694600293251,,0.23174096890684392
He raised his fist and,nn_hisfistand_af204d2d,violence,70,20,makes_worse,0.015545720845225168,20,-0.04752072596797332,,0.23174096890684392
