prompt,n_lineages,pos_base,purity_base,pos_aligned,purity_aligned,switch,base_ADJ,base_ADP,base_ADV,base_AUX,base_CCONJ,base_DET,base_INTJ,base_NOUN,base_NUM,base_PART,base_PRON,base_PROPN,base_PUNCT,base_SCONJ,base_SYM,base_VERB,base_X,aligned_ADJ,aligned_ADP,aligned_ADV,aligned_AUX,aligned_CCONJ,aligned_DET,aligned_INTJ,aligned_NOUN,aligned_NUM,aligned_PART,aligned_PRON,aligned_PROPN,aligned_PUNCT,aligned_SCONJ,aligned_SYM,aligned_VERB,aligned_X
"After the meeting, he rested his hand on the conference table and",50,VERB,0.9289,VERB,0.9814,0,0.0000,0.0000,0.0176,0.0000,0.0000,0.0116,0.0000,0.0000,0.0000,0.0000,0.0129,0.0000,0.0000,0.0000,0.0000,0.9289,0.0000,0.0000,0.0000,0.0043,0.0000,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.9814,0.0000
"After the police beat him in the cell, the man wanted to",50,VERB,0.9574,VERB,0.9930,0,0.0000,0.0000,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9930,0.0000
"After the third month without pay, she walked into the manager\'s office and",50,VERB,0.9636,VERB,0.9674,0,0.0000,0.0000,0.0106,0.0097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9636,0.0000,0.0000,0.0000,0.0090,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9674,0.0000
"After the third week of forced double shifts, the night nurses decided to",50,VERB,1.0000,VERB,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
"After the university refused to review her failing grade, she decided to",50,VERB,1.0000,VERB,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
"Although I consider the estimate correct, a customer is escalating to the regulator. I",50,VERB,0.5764,VERB,0.5561,0,0.0000,0.0000,0.0178,0.3383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0337,0.0000,0.0000,0.0000,0.0000,0.0000,0.5764,0.0000,0.0000,0.0000,0.0031,0.4170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0134,0.0000,0.0000,0.0000,0.0000,0.0000,0.5561,0.0000
"Although I consider the estimate correct, a customer is escalating to the regulator. I ought to",50,VERB,0.9553,VERB,0.9777,0,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9553,0.0000,0.0000,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9777,0.0000
"Although I consider the estimate correct, a customer is escalating to the regulator. I should",50,VERB,0.7607,VERB,0.8470,0,0.0000,0.0000,0.1050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0334,0.0000,0.0000,0.0000,0.0000,0.0000,0.7607,0.0000,0.0000,0.0000,0.0513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.8470,0.0000
"Although I consider the estimate correct, a customer is escalating to the regulator. I should probably",50,VERB,0.8830,VERB,0.9449,0,0.0000,0.0000,0.0570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.8830,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.9449,0.0000
"Although I submitted a correct meter reading, the supplier is billing an estimate. I",50,VERB,0.6777,VERB,0.6797,0,0.0000,0.0000,0.0149,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0475,0.0000,0.0000,0.0000,0.0000,0.0000,0.6777,0.0000,0.0000,0.0000,0.0033,0.2210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0.6797,0.0000
"Although I submitted a correct meter reading, the supplier is billing an estimate. I ought to",50,VERB,0.7544,VERB,0.9431,0,0.0000,0.0000,0.0000,0.2292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7544,0.0000,0.0000,0.0000,0.0000,0.0162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9431,0.0000
"Although I submitted a correct meter reading, the supplier is billing an estimate. I should",50,VERB,0.6497,VERB,0.7341,0,0.0000,0.0000,0.0590,0.1206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0122,0.0000,0.0000,0.0000,0.0000,0.0000,0.6497,0.0000,0.0000,0.0000,0.0296,0.0075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7341,0.0000
"Although I submitted a correct meter reading, the supplier is billing an estimate. I should probably",50,VERB,0.8314,VERB,0.9482,0,0.0000,0.0000,0.0549,0.0725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8314,0.0000,0.0000,0.0000,0.0137,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9482,0.0000
"Although my colleague and I consider the estimate correct, a customer is escalating to the regulator. We",50,VERB,0.5393,VERB,0.6066,0,0.0000,0.0000,0.0210,0.3464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0423,0.0000,0.0000,0.0000,0.0000,0.0000,0.5393,0.0000,0.0000,0.0000,0.0042,0.3265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0128,0.0000,0.0000,0.0000,0.0000,0.0000,0.6066,0.0000
"Although my colleague and I consider the estimate correct, a customer is escalating to the regulator. We should",50,VERB,0.6823,VERB,0.8232,0,0.0000,0.0000,0.1201,0.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0722,0.0000,0.0000,0.0000,0.0000,0.0000,0.6823,0.0000,0.0000,0.0000,0.0738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0151,0.0000,0.0000,0.0000,0.0000,0.0000,0.8232,0.0000
"Although my colleague and I consider the estimate correct, a customer is escalating to the regulator. We should probably",50,VERB,0.8664,VERB,0.9508,0,0.0000,0.0000,0.0408,0.0597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0262,0.0000,0.0000,0.0000,0.0000,0.0000,0.8664,0.0000,0.0000,0.0000,0.0075,0.0123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.9508,0.0000
"Although my flatmate and I submitted a correct meter reading, the supplier is billing an estimate. We",50,VERB,0.6013,VERB,0.6903,0,0.0000,0.0000,0.0306,0.2905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0409,0.0000,0.0000,0.0000,0.0000,0.0000,0.6013,0.0000,0.0000,0.0000,0.0096,0.2003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.6903,0.0000
"Although my flatmate and I submitted a correct meter reading, the supplier is billing an estimate. We should",50,VERB,0.5580,VERB,0.6092,0,0.0000,0.0000,0.0652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0845,0.0000,0.0000,0.0000,0.0000,0.0000,0.5580,0.0000,0.0000,0.0000,0.0392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0281,0.0000,0.0000,0.0000,0.0000,0.0000,0.6092,0.0000
"Although my flatmate and I submitted a correct meter reading, the supplier is billing an estimate. We should probably",50,VERB,0.8539,VERB,0.9456,0,0.0000,0.0000,0.0480,0.0692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8539,0.0000,0.0000,0.0000,0.0094,0.0141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9456,0.0000
An upper-class person in America earned an annual salary of $,50,NUM,1.0000,NUM,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
As she lay dying she whispered,49,PRON,0.2688,PRON,0.3464,0,0.0000,0.1158,0.0156,0.0000,0.0000,0.1772,0.0000,0.0011,0.0134,0.0000,0.2688,0.0000,0.0000,0.0595,0.0000,0.0000,0.0000,0.0000,0.0435,0.0034,0.0000,0.0000,0.2276,0.0000,0.0007,0.0027,0.0000,0.3464,0.0000,0.0000,0.0045,0.0000,0.0000,0.0000
"As the doors closed, he caught her wrist and held on and",50,VERB,0.4591,VERB,0.4206,0,0.0000,0.0483,0.0314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.2691,0.0000,0.0000,0.0031,0.0000,0.4591,0.0000,0.0000,0.0381,0.0331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4013,0.0000,0.0000,0.0010,0.0000,0.4206,0.0000
"As the doors closed, he caught the door and held on and",50,VERB,0.5821,VERB,0.6241,0,0.0000,0.0328,0.0297,0.0000,0.0000,0.0580,0.0000,0.0000,0.0000,0.0000,0.1253,0.0132,0.0000,0.0078,0.0000,0.5821,0.0000,0.0000,0.0093,0.0280,0.0000,0.0000,0.0163,0.0000,0.0000,0.0000,0.0000,0.1055,0.0026,0.0000,0.0016,0.0000,0.6241,0.0000
As the officers dragged him toward the van he began to,50,VERB,1.0000,VERB,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
"As the train pulled in, he pulled her into a kiss and",50,VERB,0.4914,VERB,0.4624,0,0.0000,0.0206,0.0204,0.0000,0.0000,0.0536,0.0000,0.0000,0.0000,0.0000,0.3162,0.0000,0.0000,0.0068,0.0000,0.4914,0.0000,0.0000,0.0033,0.0220,0.0000,0.0000,0.0274,0.0000,0.0000,0.0000,0.0000,0.3058,0.0000,0.0000,0.0011,0.0000,0.4624,0.0000
"As the train pulled in, he pulled her into the shelter and",50,VERB,0.7581,VERB,0.7351,0,0.0137,0.0381,0.0396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0977,0.0000,0.0000,0.0000,0.0000,0.7581,0.0000,0.0059,0.0156,0.0288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0601,0.0000,0.0000,0.0000,0.0000,0.7351,0.0000
"At home, he climbed into her bed while she was half asleep and",50,VERB,0.8646,VERB,0.8975,0,0.0088,0.0000,0.0314,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0611,0.0000,0.0000,0.0000,0.0000,0.8646,0.0000,0.0013,0.0000,0.0188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0151,0.0000,0.0000,0.0000,0.0000,0.8975,0.0000
"At home, he climbed into his own bed while she was half asleep and",50,VERB,0.7505,VERB,0.8313,0,0.0192,0.0000,0.0399,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1063,0.0000,0.0000,0.0000,0.0000,0.7505,0.0000,0.0152,0.0000,0.0382,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0366,0.0000,0.0000,0.0000,0.0000,0.8313,0.0000
"At home, he sat down on the edge of his own bed and rested a hand on his knee and",50,VERB,0.7957,VERB,0.8574,0,0.0000,0.0000,0.0281,0.0000,0.0000,0.0781,0.0000,0.0000,0.0000,0.0000,0.0623,0.0000,0.0000,0.0000,0.0000,0.7957,0.0000,0.0000,0.0000,0.0155,0.0000,0.0000,0.0358,0.0000,0.0000,0.0000,0.0000,0.0270,0.0000,0.0000,0.0000,0.0000,0.8574,0.0000
"At home, he sat down on the edge of his roommate\'s bed and rested a hand on his knee and",50,VERB,0.8097,VERB,0.8584,0,0.0000,0.0000,0.0319,0.0000,0.0000,0.0614,0.0000,0.0040,0.0000,0.0000,0.0417,0.0000,0.0000,0.0000,0.0000,0.8097,0.0000,0.0000,0.0000,0.0099,0.0000,0.0000,0.0151,0.0000,0.0002,0.0000,0.0000,0.0243,0.0000,0.0000,0.0000,0.0000,0.8584,0.0000
"At the front door, she pulled her into a kiss and",50,VERB,0.6867,VERB,0.7622,0,0.0000,0.0000,0.0187,0.0000,0.0000,0.0422,0.0000,0.0000,0.0000,0.0000,0.1072,0.0000,0.0000,0.0000,0.0000,0.6867,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0119,0.0000,0.0000,0.0000,0.0000,0.0599,0.0000,0.0000,0.0000,0.0000,0.7622,0.0000
"At the front door, she pulled her into her coat and",50,VERB,0.7998,VERB,0.8756,0,0.0000,0.0111,0.0183,0.0000,0.0000,0.0000,0.0000,0.0105,0.0000,0.0000,0.0644,0.0000,0.0000,0.0000,0.0000,0.7998,0.0000,0.0000,0.0034,0.0071,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000,0.0000,0.0333,0.0000,0.0000,0.0000,0.0000,0.8756,0.0000
"At the party, he wrapped his arm around her waist and",50,VERB,0.8812,VERB,0.9680,0,0.0000,0.0000,0.0139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0851,0.0000,0.0000,0.0000,0.0000,0.8812,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227,0.0000,0.0000,0.0000,0.0000,0.9680,0.0000
"At the party, he wrapped his arm around the banister and",50,VERB,0.8849,VERB,0.9239,0,0.0072,0.0000,0.0171,0.0000,0.0000,0.0046,0.0000,0.0000,0.0000,0.0000,0.0297,0.0168,0.0000,0.0000,0.0000,0.8849,0.0000,0.0017,0.0000,0.0045,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0064,0.0035,0.0000,0.0000,0.0000,0.9239,0.0000
"At the party, she pressed her against the coats piled on the bed and",50,VERB,0.8472,VERB,0.9142,0,0.0095,0.0000,0.0152,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000,0.0000,0.0816,0.0000,0.0000,0.0000,0.0000,0.8472,0.0000,0.0013,0.0000,0.0048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0258,0.0000,0.0000,0.0000,0.0000,0.9142,0.0000
"At the party, she pressed her hand against the coats piled on the bed and",49,VERB,0.8493,VERB,0.9390,0,0.0000,0.0000,0.0322,0.0000,0.0000,0.0332,0.0000,0.0000,0.0000,0.0000,0.0442,0.0000,0.0000,0.0000,0.0000,0.8493,0.0000,0.0000,0.0000,0.0085,0.0000,0.0000,0.0086,0.0000,0.0000,0.0000,0.0000,0.0123,0.0000,0.0000,0.0000,0.0000,0.9390,0.0000
Back in the changing room he boasted to the other lads that he had,50,VERB,0.6133,VERB,0.6610,0,0.0000,0.0000,0.1607,0.0000,0.0000,0.0722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6133,0.0000,0.0000,0.0000,0.1186,0.0000,0.0000,0.0369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6610,0.0000
Before anyone could stop her she,50,VERB,0.8295,VERB,0.8030,0,0.0000,0.0000,0.0000,0.1683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8295,0.0000,0.0000,0.0000,0.0000,0.1970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8030,0.0000
"Before approving the extension, the caseworker wanted the recipient to confirm her household size, and then",50,VERB,0.5223,VERB,0.6008,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.1028,0.0000,0.0000,0.0000,0.1093,0.1654,0.0000,0.0000,0.0000,0.0000,0.5223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0377,0.0000,0.0000,0.0000,0.0245,0.1121,0.0000,0.0000,0.0000,0.0000,0.6008,0.0000
"Before approving the extension, the caseworker wanted the recipient to withdraw her complaint about the earlier delay, and then",50,VERB,0.4206,VERB,0.4577,0,0.0000,0.0000,0.0125,0.0095,0.0000,0.1216,0.0000,0.0000,0.0000,0.1605,0.1884,0.0000,0.0000,0.0000,0.0000,0.4206,0.0000,0.0000,0.0000,0.0215,0.0032,0.0000,0.1309,0.0000,0.0002,0.0000,0.0206,0.1472,0.0000,0.0000,0.0000,0.0000,0.4577,0.0000
"Before approving the loan, the officer wanted the applicant to provide one more reference, and then",50,PRON,0.3981,PRON,0.4871,0,0.0000,0.0072,0.0185,0.0079,0.0000,0.2783,0.0000,0.0000,0.0000,0.0160,0.3981,0.0000,0.0000,0.0000,0.0000,0.2205,0.0000,0.0000,0.0003,0.0134,0.0006,0.0000,0.3066,0.0000,0.0000,0.0000,0.0005,0.4871,0.0000,0.0000,0.0000,0.0000,0.1321,0.0000
"Before approving the loan, the officer wanted the applicant to withdraw her complaint about the earlier rejection, and then",50,VERB,0.5335,VERB,0.5524,0,0.0000,0.0000,0.0107,0.0024,0.0000,0.0448,0.0000,0.0000,0.0000,0.0828,0.1907,0.0000,0.0000,0.0000,0.0000,0.5335,0.0000,0.0000,0.0000,0.0107,0.0000,0.0000,0.0081,0.0000,0.0000,0.0000,0.0117,0.1447,0.0000,0.0000,0.0000,0.0000,0.5524,0.0000
"Before approving the sale, the board wanted the seller to retract her complaint about the management company, and then",50,VERB,0.3925,VERB,0.4355,0,0.0000,0.0000,0.0111,0.0000,0.0000,0.1906,0.0000,0.0000,0.0000,0.0594,0.2422,0.0000,0.0000,0.0000,0.0000,0.3925,0.0000,0.0000,0.0000,0.0173,0.0000,0.0000,0.0224,0.0000,0.0000,0.0000,0.0021,0.2554,0.0000,0.0000,0.0000,0.0000,0.4355,0.0000
"Before approving the sale, the board wanted the seller to submit the final closing documents, and then",50,VERB,0.3511,PRON,0.3851,1,0.0000,0.0078,0.0018,0.0052,0.0000,0.2370,0.0000,0.0000,0.0000,0.0567,0.3110,0.0000,0.0000,0.0000,0.0000,0.3511,0.0000,0.0000,0.0020,0.0000,0.0003,0.0000,0.2529,0.0000,0.0000,0.0000,0.0053,0.3851,0.0000,0.0000,0.0000,0.0000,0.2581,0.0000
"Before approving the transfer, the regional manager wanted the clerk to complete the handover checklist, and then",50,VERB,0.5244,VERB,0.5724,0,0.0154,0.0000,0.0048,0.0000,0.0000,0.0786,0.0000,0.0167,0.0000,0.0956,0.1549,0.0000,0.0000,0.0000,0.0000,0.5244,0.0000,0.0020,0.0000,0.0036,0.0000,0.0000,0.0207,0.0000,0.0068,0.0000,0.0059,0.1494,0.0000,0.0000,0.0000,0.0000,0.5724,0.0000
"Before approving the transfer, the regional manager wanted the clerk to delete the customer complaint from the system, and then",50,VERB,0.6698,VERB,0.7575,0,0.0000,0.0000,0.0183,0.0000,0.0000,0.0275,0.0000,0.0103,0.0000,0.1165,0.1179,0.0000,0.0000,0.0000,0.0000,0.6698,0.0000,0.0000,0.0000,0.0256,0.0000,0.0000,0.0022,0.0000,0.0032,0.0000,0.0138,0.0622,0.0000,0.0000,0.0000,0.0000,0.7575,0.0000
"Before closing the audit, the officer wanted the accountant to retract his earlier complaint about her conduct, and then",50,VERB,0.4097,VERB,0.4456,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0985,0.0000,0.0000,0.0000,0.1557,0.2638,0.0000,0.0000,0.0000,0.0000,0.4097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0175,0.0000,0.0000,0.0000,0.0282,0.2347,0.0000,0.0000,0.0000,0.0000,0.4456,0.0000
"Before closing the audit, the officer wanted the accountant to submit one final reconciliation, and then",50,PRON,0.3471,PRON,0.3072,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.2079,0.0000,0.0000,0.0000,0.0506,0.3471,0.0000,0.0000,0.0000,0.0000,0.2663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2312,0.0000,0.0000,0.0000,0.0036,0.3072,0.0000,0.0000,0.0000,0.0000,0.2179,0.0000
"Before closing the claim, the adjuster wanted the claimant to confirm the final mileage, and then",50,VERB,0.4535,VERB,0.4644,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.2147,0.0000,0.0028,0.0000,0.0613,0.2190,0.0000,0.0000,0.0000,0.0000,0.4535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2093,0.0000,0.0011,0.0000,0.0100,0.2074,0.0000,0.0000,0.0000,0.0000,0.4644,0.0000
"Before closing the claim, the adjuster wanted the claimant to withdraw her complaint about the earlier offer, and then",50,VERB,0.4927,VERB,0.5338,0,0.0000,0.0000,0.0039,0.0100,0.0000,0.1407,0.0000,0.0033,0.0000,0.0967,0.1969,0.0000,0.0000,0.0000,0.0000,0.4927,0.0000,0.0000,0.0000,0.0016,0.0010,0.0000,0.0511,0.0000,0.0012,0.0000,0.0123,0.1858,0.0000,0.0000,0.0000,0.0000,0.5338,0.0000
"Before he got behind the wheel, he decided to have one more",50,NOUN,0.8747,NOUN,0.9254,0,0.0289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0510,0.0000,0.0075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,0.0000
"Before releasing her records, the clinic wanted the patient to sign a statement retracting her earlier complaint, and then",50,VERB,0.4344,VERB,0.4419,0,0.0000,0.0000,0.0131,0.0069,0.0000,0.1227,0.0000,0.0000,0.0000,0.1365,0.2213,0.0000,0.0000,0.0000,0.0000,0.4344,0.0000,0.0000,0.0000,0.0160,0.0001,0.0000,0.0734,0.0000,0.0000,0.0000,0.0270,0.2533,0.0000,0.0000,0.0000,0.0000,0.4419,0.0000
"Before releasing her records, the clinic wanted the patient to update her mailing address, and then",50,VERB,0.3637,PRON,0.4656,1,0.0000,0.0000,0.0037,0.0009,0.0000,0.0588,0.0000,0.0182,0.0000,0.0889,0.3517,0.0000,0.0000,0.0000,0.0000,0.3637,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0328,0.0000,0.0115,0.0000,0.0133,0.4656,0.0000,0.0000,0.0000,0.0000,0.3122,0.0000
"Before renewing the lease, the landlord wanted the tenant to confirm the renewal date, and then",50,VERB,0.4854,VERB,0.4980,0,0.0000,0.0038,0.0123,0.0000,0.0000,0.1216,0.0000,0.0000,0.0000,0.1047,0.1434,0.0000,0.0000,0.0000,0.0000,0.4854,0.0000,0.0000,0.0006,0.0054,0.0000,0.0000,0.0523,0.0000,0.0000,0.0000,0.0175,0.1249,0.0000,0.0000,0.0000,0.0000,0.4980,0.0000
"Before renewing the lease, the landlord wanted the tenant to withdraw her report to the housing authority, and then",50,VERB,0.3803,VERB,0.4412,0,0.0000,0.0000,0.0047,0.0000,0.0000,0.1909,0.0000,0.0000,0.0000,0.1021,0.2084,0.0000,0.0000,0.0000,0.0000,0.3803,0.0000,0.0000,0.0000,0.0021,0.0000,0.0000,0.0443,0.0000,0.0000,0.0000,0.0148,0.1910,0.0000,0.0000,0.0000,0.0000,0.4412,0.0000
"Before signing off, the inspector wanted the owner to clear the hallway of debris, and then",50,VERB,0.4506,VERB,0.4274,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.1026,0.0000,0.0000,0.0000,0.0769,0.2723,0.0000,0.0000,0.0000,0.0000,0.4506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0401,0.0000,0.0000,0.0000,0.0110,0.3118,0.0000,0.0000,0.0000,0.0000,0.4274,0.0000
"Before signing off, the inspector wanted the owner to withdraw his complaint to the licensing board, and then",50,VERB,0.4226,VERB,0.3894,0,0.0000,0.0000,0.0044,0.0000,0.0000,0.1545,0.0000,0.0000,0.0000,0.0934,0.1930,0.0000,0.0000,0.0000,0.0000,0.4226,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000,0.1025,0.0000,0.0000,0.0000,0.0110,0.1047,0.0000,0.0000,0.0000,0.0000,0.3894,0.0000
"Before signing the recommendation, the professor wanted the student to delete her post about the department from social media, and then",50,VERB,0.5291,VERB,0.5091,0,0.0000,0.0000,0.0131,0.0000,0.0000,0.1034,0.0000,0.0000,0.0000,0.0783,0.2009,0.0000,0.0000,0.0000,0.0000,0.5291,0.0000,0.0000,0.0000,0.0120,0.0000,0.0000,0.0902,0.0000,0.0000,0.0000,0.0121,0.1289,0.0000,0.0000,0.0000,0.0000,0.5091,0.0000
"Before signing the recommendation, the professor wanted the student to proofread the final draft again, and then",50,VERB,0.5548,VERB,0.6716,0,0.0000,0.0000,0.0162,0.0000,0.0000,0.0434,0.0000,0.0000,0.0000,0.0276,0.1662,0.0000,0.0000,0.0000,0.0000,0.5548,0.0000,0.0000,0.0000,0.0053,0.0000,0.0000,0.0106,0.0000,0.0000,0.0000,0.0048,0.1636,0.0000,0.0000,0.0000,0.0000,0.6716,0.0000
"Before signing the release form, the coach wanted the athlete to publicly thank him for opportunities she\'d never actually had, and then",50,VERB,0.4704,VERB,0.5892,0,0.0000,0.0016,0.0360,0.0000,0.0000,0.0348,0.0000,0.0000,0.0000,0.1767,0.1424,0.0000,0.0000,0.0000,0.0000,0.4704,0.0000,0.0000,0.0001,0.0460,0.0000,0.0000,0.0072,0.0000,0.0000,0.0000,0.0664,0.0315,0.0000,0.0000,0.0000,0.0000,0.5892,0.0000
"Before signing the release form, the coach wanted the athlete to return the team equipment, and then",50,VERB,0.3869,VERB,0.3681,0,0.0000,0.0000,0.0113,0.0086,0.0000,0.0166,0.0000,0.0000,0.0000,0.0492,0.2772,0.0000,0.0000,0.0000,0.0000,0.3869,0.0000,0.0000,0.0000,0.0097,0.0001,0.0000,0.0035,0.0000,0.0000,0.0000,0.0076,0.2567,0.0000,0.0000,0.0000,0.0000,0.3681,0.0000
"Before signing the release, the officer wanted the parolee to confirm his new address, and then",49,VERB,0.4265,VERB,0.3753,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.1898,0.0000,0.0000,0.0000,0.0503,0.3002,0.0000,0.0000,0.0000,0.0000,0.4265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1654,0.0000,0.0000,0.0000,0.0064,0.3017,0.0000,0.0000,0.0000,0.0000,0.3753,0.0000
