pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering,s_self,s_cross,s_by_base,s_by_aligned,s_cross_minus_self,s_aligned_minus_base
p000092,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was beautiful and ugly and she wanted to,14,False,HOLDS,HOLDS,1,TOLD,5,0.493889,0.546768,0.03812,0.624536,1.975557,0.316132,0.493998,-0.000109,3.308243,3.475956,3.308243,3.475956,0.167713,0.167713
p000093,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was beautiful and ugly and she wanted to,15,False,HOLDS,HOLDS,2,SHOWN,21,0.468843,0.593968,0.078557,0.705755,9.376862,0.075266,0.502571,-0.033728,3.314068,3.567659,3.314068,3.567659,0.253591,0.253591
p000094,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was beautiful and ugly and she wanted to,18,True,HOLDS,HOLDS,2,TOLD,18,0.47183,0.580909,0.084582,0.695979,8.021104,0.086768,0.515062,-0.043232,2.437191,2.548404,2.437191,2.548404,0.111213,0.111213
p000095,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and bound and chose to,1,False,HOLDS,HOLDS,0,NONE,2,,,,,,,,,4.081096,4.412899,4.081096,4.412899,0.331803,0.331803
p000096,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and bound and chose to,4,False,SHIFTS,SHIFTS,1,TOLD,15,0.582565,0.750549,0.105717,0.758388,8.155912,0.092986,0.597572,-0.015007,2.843544,3.246351,2.843544,3.246351,0.402807,0.402807
p000097,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and bound and chose to,6,True,SHIFTS,SHIFTS,2,SHOWN,14,0.539217,0.668199,0.084717,0.765138,7.009827,0.109152,0.555709,-0.016492,3.375393,3.584693,3.375393,3.584693,0.2093,0.2093
p000098,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and bound and chose to,10,False,HOLDS,HOLDS,1,TOLD,2,,,,,,,,,3.537221,3.685086,3.537221,3.685086,0.147865,0.147865
p000099,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and bound and chose to,11,False,UNMOORED,UNMOORED,1,TOLD,11,0.548448,0.727523,0.103606,0.727523,5.48448,0.132651,0.553812,-0.005364,3.051448,3.212918,3.051448,3.212918,0.16147,0.16147
p000100,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and bound and chose to,17,False,UNMOORED,UNMOORED,1,TOLD,7,0.58058,0.617828,0.043919,0.640454,3.483481,0.183854,0.571901,0.008679,4.637433,4.875573,4.637433,4.875573,0.238141,0.238141
p000101,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and chose to,0,False,UNMOORED,UNMOORED,0,NONE,12,0.504052,0.626177,0.070337,0.663451,5.544569,0.119658,0.545002,-0.04095,4.255706,4.459978,4.255706,4.459978,0.204271,0.204271
p000102,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and chose to,4,False,SHIFTS,SHIFTS,1,TOLD,11,0.469743,0.658526,0.118783,0.690966,4.69743,0.147095,0.533686,-0.063944,2.707145,2.847882,2.707145,2.847882,0.140737,0.140737
p000103,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and chose to,5,False,UNMOORED,UNMOORED,0,NONE,9,0.526941,0.662997,0.080825,0.781755,4.215525,0.185447,0.560848,-0.033907,3.535286,3.802942,3.535286,3.802942,0.267656,0.267656
p000104,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and chose to,9,True,HOLDS,HOLDS,3,SHOWN,16,0.451444,0.648368,0.108311,0.648368,6.771656,0.095747,0.471396,-0.019952,2.794101,2.934476,2.794101,2.934476,0.140375,0.140375
p000105,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and chose to,13,False,UNMOORED,UNMOORED,1,TOLD,9,0.622807,0.74824,0.063956,0.74824,4.982455,0.150175,0.640245,-0.017438,3.650314,3.821785,3.650314,3.821785,0.17147,0.17147
p000106,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and chose to,14,False,UNMOORED,UNMOORED,0,NONE,7,0.481579,0.580197,0.074834,0.61825,2.889471,0.213966,0.507564,-0.025985,4.981733,5.077192,4.981733,5.077192,0.095458,0.095458
p000107,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was captive and chose to,15,False,HOLDS,HOLDS,0,NONE,14,0.607661,0.788476,0.116955,0.804325,7.899595,0.101819,0.596207,0.011454,3.255585,3.437946,3.255585,3.437946,0.182362,0.182362
p000108,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and chose to,1,False,UNMOORED,UNMOORED,1,TOLD,10,0.547801,0.672833,0.080187,0.672833,4.930213,0.136471,0.554687,-0.006885,3.371915,3.601078,3.371915,3.601078,0.229163,0.229163
p000109,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and chose to,2,False,HOLDS,HOLDS,0,NONE,9,0.361296,0.551856,0.104149,0.563699,2.890369,0.195027,0.420827,-0.059531,3.937378,4.081893,3.937378,4.081893,0.144516,0.144516
p000110,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and chose to,7,False,HOLDS,HOLDS,0,NONE,14,0.514074,0.603732,0.069001,0.660321,6.68296,0.098807,0.529174,-0.0151,3.426665,3.552752,3.426665,3.552752,0.126087,0.126087
p000111,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and chose to,8,False,HOLDS,HOLDS,0,NONE,12,0.514679,0.643342,0.06811,0.65685,5.661474,0.116021,0.538279,-0.0236,3.587173,3.849184,3.587173,3.849184,0.262012,0.262012
p000112,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and chose to,11,False,HOLDS,SHIFTS,0,NONE,18,0.51266,0.677717,0.089504,0.74847,8.715216,0.085881,0.535815,-0.023155,2.463874,2.619251,2.463874,2.619251,0.155376,0.155376
p000113,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and chose to,14,False,HOLDS,HOLDS,0,NONE,1,,,,,,,,,3.651187,3.987307,3.651187,3.987307,0.33612,0.33612
p000114,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and chose to,17,True,HOLDS,HOLDS,2,TOLD,18,0.47206,0.608873,0.081264,0.661227,8.025027,0.082396,0.521033,-0.048973,2.791422,2.903174,2.791422,2.903174,0.111752,0.111752
p000115,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and chose to,19,False,HOLDS,HOLDS,1,TOLD,3,0.393362,0.455004,0.061642,0.455004,0.786723,0.578353,0.398673,-0.005311,3.060014,3.264153,3.060014,3.264153,0.204139,0.204139
p000116,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,0,False,SHIFTS,SHIFTS,0,NONE,12,0.4481,0.591979,0.080504,0.603078,4.9291,0.12235,0.485561,-0.037461,2.313206,2.423025,2.313206,2.423025,0.109819,0.109819
p000117,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,1,False,HOLDS,HOLDS,0,NONE,22,0.407781,0.582859,0.089056,0.62889,8.563406,0.073439,0.447193,-0.039412,2.67296,2.762361,2.67296,2.762361,0.089401,0.089401
p000118,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,2,False,HOLDS,HOLDS,0,NONE,9,0.444797,0.630325,0.083687,0.638774,3.558379,0.179513,0.494082,-0.049285,2.917622,3.062835,2.917622,3.062835,0.145214,0.145214
p000119,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,5,False,HOLDS,HOLDS,0,NONE,3,0.466967,0.523987,0.05702,0.523987,0.933933,0.561054,0.451144,0.015823,2.738863,2.878357,2.738863,2.878357,0.139493,0.139493
p000120,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,7,False,UNMOORED,UNMOORED,1,TOLD,13,0.552286,0.683886,0.066769,0.721956,6.627428,0.108935,0.584003,-0.031717,3.558798,3.834023,3.558798,3.834023,0.275225,0.275225
p000121,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,10,False,HOLDS,HOLDS,0,NONE,15,0.551749,0.67505,0.066795,0.740852,7.724485,0.09591,0.584367,-0.032618,2.890367,3.044706,2.890367,3.044706,0.154339,0.154339
p000122,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely irrational and completely illogical and chose to,18,False,SHIFTS,SHIFTS,0,NONE,10,0.508022,0.582576,0.076735,0.666198,4.572199,0.145706,0.552303,-0.044281,3.554796,3.760746,3.554796,3.760746,0.20595,0.20595
p000123,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,0,False,HOLDS,HOLDS,1,SHOWN,8,0.477423,0.623809,0.070097,0.707492,3.341964,0.211699,0.527908,-0.050485,3.805548,4.031076,3.805548,4.031076,0.225528,0.225528
p000124,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,2,False,SHIFTS,SHIFTS,2,TOLD,11,0.489446,0.665539,0.083831,0.71334,4.894463,0.145744,0.542954,-0.053508,3.610395,3.828023,3.610395,3.828023,0.217628,0.217628
p000125,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,3,False,HOLDS,HOLDS,0,NONE,12,0.513186,0.677293,0.13824,0.677293,5.645046,0.11998,0.546272,-0.033086,2.408998,2.544327,2.408998,2.544327,0.13533,0.13533
p000126,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,8,False,HOLDS,HOLDS,1,TOLD,12,0.447609,0.623074,0.117851,0.701041,4.923695,0.142381,0.506651,-0.059042,3.341307,3.425404,3.341307,3.425404,0.084097,0.084097
p000127,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,11,False,HOLDS,HOLDS,1,TOLD,8,0.515135,0.670787,0.082319,0.709177,3.605946,0.196669,0.553249,-0.038114,2.488764,2.699965,2.488764,2.699965,0.2112,0.2112
p000128,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,15,False,UNMOORED,UNMOORED,1,TOLD,7,0.58195,0.783118,0.10775,0.783118,3.491702,0.22428,0.608239,-0.026289,4.654715,4.864149,4.654715,4.864149,0.209433,0.209433
p000129,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and chose to,19,False,HOLDS,UNMOORED,1,TOLD,5,0.576639,0.640613,0.056788,0.646422,2.306556,0.280254,0.563594,0.013045,3.093929,3.330681,3.093929,3.330681,0.236752,0.236752
p000130,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,2,False,SHIFTS,SHIFTS,1,TOLD,9,0.46595,0.52517,0.062342,0.610031,3.7276,0.163652,0.508615,-0.042665,2.483488,2.644136,2.483488,2.644136,0.160648,0.160648
p000131,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,5,False,HOLDS,HOLDS,0,NONE,13,0.44298,0.580727,0.076768,0.649834,5.315756,0.122247,0.485918,-0.042939,3.20753,3.302822,3.20753,3.302822,0.095292,0.095292
p000132,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,6,False,UNMOORED,UNMOORED,0,NONE,14,0.615987,0.673966,0.06695,0.722389,8.007828,0.09021,0.555418,0.060568,2.212338,2.355012,2.212338,2.355012,0.142674,0.142674
p000133,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,8,False,HOLDS,HOLDS,0,NONE,11,0.582031,0.693933,0.05838,0.739024,5.820311,0.126973,0.586643,-0.004612,3.106578,3.364729,3.106578,3.364729,0.25815,0.25815
p000134,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,10,False,HOLDS,HOLDS,1,TOLD,2,,,,,,,,,3.099966,3.32723,3.099966,3.32723,0.227264,0.227264
p000135,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,12,False,UNMOORED,SHIFTS,1,TOLD,22,0.512745,0.724839,0.118164,0.724839,10.767639,0.067316,0.557341,-0.044596,3.283773,3.420964,3.283773,3.420964,0.137192,0.137192
p000136,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,14,False,UNMOORED,UNMOORED,0,NONE,14,0.461498,0.591387,0.065567,0.654216,5.999479,0.109046,0.506549,-0.04505,2.999474,3.17115,2.999474,3.17115,0.171676,0.171676
p000137,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,15,False,HOLDS,HOLDS,0,NONE,15,0.469651,0.567661,0.052685,0.709897,6.575117,0.107967,0.513006,-0.043355,3.332861,3.44719,3.332861,3.44719,0.114329,0.114329
p000138,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,16,False,SHIFTS,SHIFTS,0,NONE,12,0.485364,0.564369,0.063038,0.656086,5.339006,0.122885,0.500892,-0.015528,2.640847,2.830635,2.640847,2.830635,0.189788,0.189788
p000139,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely irrational and chose to,18,False,UNMOORED,HOLDS,1,TOLD,9,0.563753,0.609141,0.050938,0.666797,4.510028,0.147848,0.55664,0.007113,3.634685,3.796991,3.634685,3.796991,0.162306,0.162306
p000140,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,2,False,HOLDS,HOLDS,1,TOLD,11,0.500461,0.592626,0.058965,0.65786,5.004613,0.131451,0.518267,-0.017806,3.683762,3.927122,3.683762,3.927122,0.24336,0.24336
p000141,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,3,False,SHIFTS,SHIFTS,3,TOLD,20,0.450847,0.63036,0.105379,0.683708,8.5661,0.079816,0.517629,-0.066781,3.063919,3.158592,3.063919,3.158592,0.094673,0.094673
p000142,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,5,False,HOLDS,HOLDS,1,SHOWN,4,0.552114,0.629303,0.073298,0.629303,1.656343,0.379935,0.537313,0.014801,3.791458,3.940919,3.791458,3.940919,0.149461,0.149461
p000143,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,6,False,HOLDS,HOLDS,2,TOLD,2,,,,,,,,,2.894016,3.107248,2.894016,3.107248,0.213231,0.213231
p000144,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was completely rational and completely logical and chose to,11,False,UNMOORED,SHIFTS,1,TOLD,16,0.474893,0.659173,0.123675,0.733286,7.123393,0.102941,0.525325,-0.050432,2.715372,2.871692,2.715372,2.871692,0.15632,0.15632
p000145,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,0,True,HOLDS,HOLDS,2,TOLD,2,,,,,,,,,1.924449,1.903681,1.924449,1.903681,-0.020768,-0.020768
p000146,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,1,False,HOLDS,HOLDS,2,TOLD,14,0.429453,0.671228,0.110072,0.692061,5.582883,0.123961,0.465529,-0.036077,3.193602,3.318443,3.193602,3.318443,0.124841,0.124841
p000147,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,5,False,UNMOORED,UNMOORED,1,TOLD,8,0.587199,0.665886,0.042787,0.726743,4.110394,0.176806,0.603289,-0.01609,4.52855,4.687213,4.52855,4.687213,0.158663,0.158663
p000148,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,8,True,HOLDS,HOLDS,2,SHOWN,18,0.497812,0.573878,0.05538,0.643408,8.462808,0.076028,0.508342,-0.01053,2.531703,2.756335,2.531703,2.756335,0.224632,0.224632
p000149,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,9,True,SHIFTS,HOLDS,2,SHOWN,13,0.496956,0.678026,0.091675,0.718317,5.963475,0.120453,0.548239,-0.051282,3.231548,3.355389,3.231548,3.355389,0.123841,0.123841
p000150,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,10,False,UNMOORED,SHIFTS,1,TOLD,15,0.440002,0.568829,0.092831,0.681475,6.160024,0.110629,0.506758,-0.066756,3.165581,3.302057,3.165581,3.302057,0.136476,0.136476
p000151,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,13,True,HOLDS,HOLDS,3,SHOWN,14,0.455275,0.549911,0.073281,0.637375,5.918578,0.107691,0.466503,-0.011227,2.883535,3.061982,2.883535,3.061982,0.178446,0.178446
p000152,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,16,False,UNMOORED,UNMOORED,0,NONE,10,0.554775,0.627053,0.046163,0.634086,4.992971,0.126996,0.545192,0.009582,3.316378,3.595246,3.316378,3.595246,0.278868,0.278868
p000153,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,18,True,SHIFTS,SHIFTS,2,TOLD,13,0.452591,0.590424,0.090027,0.610321,5.431088,0.112375,0.484134,-0.031544,2.953246,3.185719,2.953246,3.185719,0.232473,0.232473
p000154,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and foul and she wanted to,19,True,HOLDS,HOLDS,2,SHOWN,2,,,,,,,,,3.113535,3.166139,3.113535,3.166139,0.052603,0.052603
p000155,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,0,True,HOLDS,HOLDS,2,TOLD,17,0.538059,0.64969,0.06076,0.727839,8.608944,0.084545,0.531791,0.006268,2.453152,2.694999,2.453152,2.694999,0.241847,0.241847
p000156,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,3,True,HOLDS,HOLDS,1,TOLD,19,0.489414,0.64655,0.083502,0.729155,8.809445,0.08277,0.52366,-0.034246,2.465206,2.680831,2.465206,2.680831,0.215626,0.215626
p000157,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,4,True,HOLDS,HOLDS,2,SHOWN,18,0.430129,0.599453,0.097661,0.650508,7.312189,0.088962,0.48081,-0.050681,2.25349,2.426303,2.25349,2.426303,0.172813,0.172813
p000158,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,5,True,HOLDS,HOLDS,2,SHOWN,14,0.477638,0.599775,0.075737,0.638965,6.209296,0.102905,0.493917,-0.016279,3.030577,3.220831,3.030577,3.220831,0.190254,0.190254
p000159,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,6,False,HOLDS,HOLDS,1,TOLD,15,0.471931,0.656552,0.099033,0.768766,6.607027,0.116356,0.502446,-0.030515,2.290001,2.434421,2.290001,2.434421,0.144419,0.144419
p000160,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,7,True,HOLDS,HOLDS,0,NONE,1,,,,,,,,,2.632255,2.845211,2.632255,2.845211,0.212956,0.212956
p000161,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,9,False,UNMOORED,SHIFTS,1,SHOWN,22,0.492107,0.689085,0.096324,0.689085,10.334249,0.06668,0.526484,-0.034377,3.094394,3.239418,3.094394,3.239418,0.145024,0.145024
p000162,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,10,False,HOLDS,SHIFTS,2,TOLD,16,0.476793,0.617226,0.070807,0.672662,7.15189,0.094054,0.50023,-0.023438,3.218359,3.431693,3.218359,3.431693,0.213334,0.213334
p000163,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,14,True,HOLDS,SHIFTS,1,TOLD,24,0.493683,0.666307,0.098941,0.766809,11.354702,0.067532,0.540184,-0.046501,2.344765,2.524695,2.344765,2.524695,0.17993,0.17993
p000164,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was disgusting and she wanted to,15,True,SHIFTS,HOLDS,2,TOLD,14,0.457094,0.63458,0.116623,0.707105,5.942223,0.118997,0.512622,-0.055528,2.304562,2.423773,2.304562,2.423773,0.119211,0.119211
p000165,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,0,False,HOLDS,HOLDS,1,TOLD,12,0.548912,0.68004,0.054049,0.684662,6.038029,0.113392,0.568526,-0.019614,4.012086,4.316596,4.012086,4.316596,0.30451,0.30451
p000166,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,2,False,HOLDS,HOLDS,0,NONE,6,0.503259,0.653873,0.116195,0.686941,2.516296,0.272997,0.523494,-0.020235,3.469203,3.557624,3.469203,3.557624,0.088421,0.088421
p000167,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,12,False,HOLDS,HOLDS,1,TOLD,11,0.461198,0.671555,0.165685,0.725532,4.611981,0.157315,0.54795,-0.086752,2.296695,2.755894,2.296695,2.755894,0.459199,0.459199
p000168,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,14,False,HOLDS,HOLDS,0,NONE,4,0.480812,0.565672,0.060596,0.565672,1.442437,0.392164,0.509667,-0.028854,2.592457,2.740478,2.592457,2.740478,0.14802,0.14802
p000169,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,17,True,HOLDS,HOLDS,0,NONE,15,0.512376,0.651984,0.109907,0.743949,7.173265,0.103711,0.530063,-0.017687,2.985223,3.216062,2.985223,3.216062,0.230838,0.230838
p000170,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and captive and chose to,18,False,UNMOORED,UNMOORED,1,TOLD,14,0.514837,0.628156,0.089213,0.65411,6.692885,0.097732,0.522569,-0.007732,3.872088,4.043105,3.872088,4.043105,0.171017,0.171017
p000171,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,1,False,HOLDS,HOLDS,0,NONE,5,0.435843,0.519885,0.077097,0.524603,1.743373,0.300913,0.453552,-0.017709,3.24068,3.323055,3.24068,3.323055,0.082374,0.082374
p000172,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,3,False,HOLDS,SHIFTS,0,NONE,9,0.491822,0.607985,0.084344,0.68403,3.934578,0.173851,0.536665,-0.044843,2.791014,3.012312,2.791014,3.012312,0.221298,0.221298
p000173,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,5,False,HOLDS,SHIFTS,0,NONE,12,0.595467,0.674094,0.055613,0.694427,6.550139,0.106017,0.575237,0.02023,2.743321,2.950725,2.743321,2.950725,0.207405,0.207405
p000174,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,6,False,HOLDS,HOLDS,0,NONE,9,0.455168,0.522211,0.045727,0.708941,3.641346,0.194692,0.508661,-0.053492,2.630324,2.905197,2.630324,2.905197,0.274874,0.274874
p000175,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,7,False,UNMOORED,UNMOORED,0,NONE,16,0.549093,0.70192,0.104202,0.788915,8.236394,0.095784,0.606702,-0.057609,4.511071,4.707339,4.511071,4.707339,0.196267,0.196267
p000176,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,8,False,HOLDS,HOLDS,1,TOLD,17,0.421532,0.56303,0.106699,0.68364,6.744506,0.101362,0.465727,-0.044195,2.817066,2.957179,2.817066,2.957179,0.140113,0.140113
p000177,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,9,False,HOLDS,HOLDS,0,NONE,15,0.491446,0.688892,0.113945,0.709786,6.880251,0.103163,0.530459,-0.039012,3.396997,3.565081,3.396997,3.565081,0.168083,0.168083
p000178,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,11,False,HOLDS,HOLDS,1,TOLD,3,0.40642,0.418547,0.012127,0.639137,0.81284,0.786302,0.483992,-0.077573,2.646501,3.058505,2.646501,3.058505,0.412004,0.412004
p000179,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,13,False,UNMOORED,UNMOORED,0,NONE,19,0.486519,0.691429,0.129635,0.744076,8.757339,0.084966,0.544925,-0.058406,3.233,3.476001,3.233,3.476001,0.243001,0.243001
p000180,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,18,False,HOLDS,HOLDS,1,TOLD,4,0.55724,0.608361,0.059397,0.608361,1.671721,0.363913,0.524483,0.032758,3.107291,3.240059,3.107291,3.240059,0.132769,0.132769
p000181,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and chose to,19,False,HOLDS,HOLDS,1,TOLD,10,0.470918,0.541062,0.048225,0.65274,4.238265,0.154011,0.49537,-0.024452,2.40004,2.545062,2.40004,2.545062,0.145022,0.145022
p000182,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,2,False,UNMOORED,UNMOORED,0,NONE,13,0.491786,0.651492,0.104815,0.689026,5.901438,0.116756,0.521277,-0.029491,2.829475,3.00661,2.829475,3.00661,0.177134,0.177134
p000183,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,4,False,HOLDS,HOLDS,0,NONE,12,0.537996,0.654709,0.082848,0.734492,5.917951,0.124113,0.555132,-0.017136,2.913094,3.144411,2.913094,3.144411,0.231317,0.231317
p000184,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,5,False,HOLDS,HOLDS,0,NONE,18,0.503631,0.630433,0.096428,0.679578,8.56173,0.079374,0.505976,-0.002344,2.887617,3.024459,2.887617,3.024459,0.136842,0.136842
p000185,01-ai/Yi-1.5-9B,base,01-ai/Yi-1.5-9B,He was free and unhindered and chose to,15,False,HOLDS,HOLDS,1,TOLD,9,0.521008,0.765612,0.12622,0.765612,4.168064,0.183685,0.558002,-0.036994,3.349445,3.461584,3.349445,3.461584,0.112139,0.112139
