id,pool,group,model,arm,bits_per_token,mean_drift,mean_pairwise,n_sents,n_tokens_total,n_bytes
huma-0d38fbfe461d0a,human_anchor,dreams,,human,4.083128,0.446398,0.484469,9,217,1030
mode-17c900ee1a35ae,model_narrative,togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,2.926529,0.393076,0.402479,13,246,1108
huma-41d25b21ed8c68,human_anchor,c20_fiction,,human,3.268518,0.441502,0.513371,13,253,1026
huma-f8c1bc481adbb6,human_anchor,waking_narrative,,human,3.156546,0.423713,0.491943,15,218,959
mode-6890bf6897cd95,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,2.176635,0.330435,0.34649,8,248,1058
mode-0320a8bb3f5da0,model_narrative,Qwen/Qwen3-8B,Qwen/Qwen3-8B,aligned,2.481029,0.272088,0.317683,26,257,998
huma-1208b64527d2e5,human_anchor,dreams,,human,4.602974,0.456139,0.467533,15,210,1011
huma-cd3950e51baad4,human_anchor,philosophy,,human,3.718626,0.436237,0.433372,9,257,1142
mode-4977b875dc0f68,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,3.910136,0.507639,0.506904,24,267,1003
huma-13d8905822d968,human_anchor,philosophy,,human,4.058294,0.411867,0.430077,5,233,1224
mode-1d45679eda0945,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,3.346373,0.486056,0.484051,16,257,945
mode-3858e86f8026d7,model_narrative,allenai/OLMo-2-0425-1B-DPO,allenai/OLMo-2-0425-1B-DPO,aligned,3.952237,0.407362,0.468186,14,265,1246
mode-35ff381c2cac9b,model_narrative,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B,base,4.266086,0.389196,0.46941,15,266,1163
mode-58b1a06ea6465b,model_narrative,BSC-LT/salamandra-7b,BSC-LT/salamandra-7b,base,4.435336,0.459111,0.480897,11,238,1089
huma-5f6abc7493e370,human_anchor,c20_fiction,,human,4.227396,0.443573,0.47612,10,242,1012
mode-ac231ad222bba3,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.286739,0.411588,0.41142,11,242,1140
mode-e5802c07ef7eb4,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,4.115191,0.455625,0.514435,12,230,904
mode-5240c38a552694,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,3.163271,0.503218,0.491656,13,232,961
huma-039bb9dd071033,human_anchor,literary_criticism,,human,3.830006,0.503359,0.513977,15,264,1147
mode-f40cc433a8566b,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.063493,0.445911,0.477775,15,239,1119
mode-142affbb7b9d48,model_narrative,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-hf,base,5.448323,0.492735,0.499834,13,257,1187
mode-b6371364527be2,model_narrative,PKU-Alignment/beaver-7b-v1.0,PKU-Alignment/beaver-7b-v1.0,aligned,2.152883,0.419304,0.472289,19,237,1003
mode-9a036c7aa27ab7,model_narrative,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,4.458241,0.480722,0.506706,13,221,970
mode-940843666875a0,model_narrative,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,aligned,4.651229,0.466512,0.481909,13,257,1277
huma-0e1a2f7810be35,human_anchor,waking_narrative,,human,2.753526,0.435692,0.430142,14,228,1007
mode-d9311de2bc4b58,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.342607,0.465313,0.494057,18,260,1093
huma-1e4b86f6f5e832,human_anchor,philosophy,,human,4.77915,0.430639,0.438184,7,238,1414
mode-6aba0c9cb20201,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,2.728927,0.354913,0.389476,15,253,1144
huma-45c571b843ba1a,human_anchor,dreams,,human,3.965153,0.417436,0.466384,10,221,947
mode-594f1de5127781,model_narrative,LLM360/Amber,LLM360/Amber,base,5.587068,0.493225,0.53051,8,233,1049
mode-9d9cfccd3d20b5,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,3.804829,0.404263,0.431821,19,256,1083
mode-fd88cb8084f928,model_narrative,OpenLLM-France/Lucie-7B-Instruct-v1.1,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,3.654627,0.410671,0.444738,15,232,926
mode-51a69354c5ecbf,model_narrative,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B,base,4.489145,0.468663,0.502983,14,263,1216
mode-4c2ea838cdbb15,model_narrative,allenai/Olmo-3-7B-Instruct-DPO,allenai/Olmo-3-7B-Instruct-DPO,aligned,4.101956,0.552529,0.565014,16,284,1235
mode-e6ef6581e60a56,model_narrative,togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,3.247241,0.462998,0.451587,24,250,1027
mode-1331a616854d0f,model_narrative,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,4.023314,0.440621,0.431186,9,215,997
mode-700959d29deba0,model_narrative,HuggingFaceTB/SmolLM2-360M-Instruct,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,5.893957,0.516309,0.526895,16,251,1214
huma-40dadd22071797,human_anchor,philosophy,,human,4.402028,0.42371,0.427211,9,254,1245
mode-0f368e831eeb15,model_narrative,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,3.820271,0.496203,0.505208,12,233,993
mode-f50391bead4a8e,model_narrative,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,base,4.716155,0.430813,0.46998,17,258,1150
mode-bed5b2f185979f,model_narrative,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,aligned,4.668394,0.33305,0.354993,6,257,1235
huma-9ac251c56bfa48,human_anchor,dreams,,human,3.669024,0.403088,0.443846,16,232,955
mode-0c016f44352023,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,2.732994,0.44696,0.461108,13,245,1043
mode-cdee5ad3362ab9,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.846287,0.409193,0.454455,15,260,1111
huma-9f7569242edef9,human_anchor,c20_fiction,,human,4.579711,0.520492,0.585452,12,238,1053
mode-19ae8e6abfaa31,model_narrative,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M,base,5.673491,0.544164,0.550165,11,254,1060
huma-5de31dab082293,human_anchor,arxiv_abstracts,,human,4.017984,0.486477,0.508284,7,259,1473
huma-1e8a687f1b2883,human_anchor,c20_fiction,,human,4.537112,0.525538,0.545399,14,238,1040
mode-ce237cc11b00f4,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,2.824161,0.469213,0.481312,22,247,864
huma-33dcf954932c64,human_anchor,c20_fiction,,human,3.663245,0.429726,0.498456,11,242,1025
mode-181c2aae12ff12,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,4.081019,0.498386,0.536422,24,260,998
mode-6f42bd7f740cb8,model_narrative,m-a-p/neo_7b,m-a-p/neo_7b,base,6.519945,0.479898,0.514493,19,230,1020
mode-70005623b09b22,model_narrative,tiiuae/Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,aligned,2.238665,0.380628,0.436361,15,254,1183
mode-ee0b1d1303bb1a,model_narrative,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B,base,4.700798,0.461039,0.499353,12,259,1083
mode-47ac585eecdfac,model_narrative,LLM360/Amber,LLM360/Amber,base,4.941269,0.499829,0.528999,12,228,1018
huma-c610fe21ecc0cd,human_anchor,c20_fiction,,human,4.227893,0.501282,0.535506,9,248,1051
mode-ff2a8efc9343df,model_narrative,LLM360/Amber,LLM360/Amber,base,5.068594,0.492979,0.521047,9,232,1029
mode-2b9237d9f8029a,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,2.016742,0.412489,0.453173,19,252,1014
mode-ff465ed7724801,model_narrative,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M,base,5.033824,0.506367,0.57524,15,256,1180
mode-195ca397e1f17d,model_narrative,Qwen/Qwen3-8B,Qwen/Qwen3-8B,aligned,2.832538,0.424916,0.481309,22,288,1022
mode-8b08a1847e8cd5,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,4.012642,0.455049,0.487993,25,257,1007
mode-544cab3d457403,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,4.15911,0.478603,0.496363,16,262,1122
mode-41ec614f22c73b,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,4.161274,0.475898,0.499605,12,253,1095
mode-521dd3779c8090,model_narrative,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,5.15681,0.444026,0.445034,7,234,1094
huma-93f1539ceaa483,human_anchor,waking_narrative,,human,2.758941,0.455576,0.46338,18,235,942
mode-f3354f60bd6e09,model_narrative,huggyllama/llama-7b,huggyllama/llama-7b,base,4.946434,0.46501,0.491011,19,225,987
mode-aaeaec677d6e3d,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,4.733895,0.46928,0.516848,22,255,1009
huma-03740131b6d69c,human_anchor,c20_fiction,,human,4.000341,0.419715,0.496875,12,234,1073
mode-4b6a99a6116678,model_narrative,tiiuae/Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,aligned,2.682014,0.488932,0.478854,27,272,944
mode-2fdff5bb401771,model_narrative,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,3.92625,0.448953,0.465404,15,232,1092
mode-f1f2ee31dda3d4,model_narrative,tiiuae/Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,aligned,3.790106,0.528687,0.536494,16,263,1058
mode-67329958a20b86,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,3.386033,0.472844,0.514024,26,261,903
mode-3ce746029b2545,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,3.770212,0.411257,0.465918,7,220,985
mode-feb2ae5eae5cb6,model_narrative,allenai/Olmo-3-1025-7B,allenai/Olmo-3-1025-7B,base,4.181961,0.43955,0.487478,13,257,1135
huma-285346a3572fe9,human_anchor,philosophy,,human,4.100726,0.523855,0.535953,7,247,1147
mode-faddb10c937b6e,model_narrative,m-a-p/CT-LLM-SFT-DPO,m-a-p/CT-LLM-SFT-DPO,aligned,3.948478,0.481077,0.476749,22,234,972
mode-9e034db7386ab2,model_narrative,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,aligned,2.290148,0.371143,0.414975,18,276,1163
mode-87c3e327015fd4,model_narrative,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,base,3.764608,0.43399,0.498629,17,261,1132
huma-12ef7a8f31eae1,human_anchor,c20_fiction,,human,4.095454,0.480652,0.485285,10,232,1045
mode-faf26c42bcaa2c,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,3.534921,0.462352,0.49126,19,265,1035
mode-855299cb42b882,model_narrative,OpenLLM-France/Lucie-7B-Instruct-v1.1,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,3.83346,0.396966,0.467967,13,247,1184
huma-8d3d61fba0b310,human_anchor,philosophy,,human,3.509199,0.454293,0.464004,8,256,1032
mode-a338aec3cc8882,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,1.710738,0.423387,0.436242,19,241,864
huma-95efc959f0f7bc,human_anchor,dreams,,human,4.202151,0.477853,0.522465,12,235,1002
huma-480be47979860b,human_anchor,arxiv_abstracts,,human,5.044911,0.475818,0.462382,10,249,1497
huma-6daae77f26d8d7,human_anchor,philosophy,,human,4.531136,0.391758,0.449394,7,266,1328
mode-f5c4b93dce9d78,model_narrative,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,base,4.799836,0.461712,0.4859,10,253,1192
huma-45ec45cf47406a,human_anchor,philosophy,,human,4.632054,0.362373,0.413709,9,239,1313
mode-c84257b99d3dcd,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,4.471121,0.46921,0.481532,13,257,1113
mode-1d529c882e1bd8,model_narrative,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B,base,3.362913,0.430292,0.458519,32,259,994
huma-8eb8eb44114090,human_anchor,c20_fiction,,human,5.167012,0.449585,0.458698,7,256,1155
mode-0bfb7a89e1a60f,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,4.21419,0.41202,0.48276,16,260,1114
mode-2e125614a957bd,model_narrative,m-a-p/neo_7b_instruct_v0.1,m-a-p/neo_7b_instruct_v0.1,aligned,5.203576,0.519479,0.542608,9,229,1078
mode-6796fb38373c58,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,4.747588,0.46136,0.497253,12,256,1166
mode-17abd2e4227e77,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,2.843943,0.494357,0.475996,26,275,871
mode-fb15269eadef66,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,4.411113,0.494333,0.510014,16,232,891
mode-2ebdfb0c77bd0c,model_narrative,tiiuae/Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,aligned,4.631786,0.564009,0.556516,19,248,1074
huma-e5e362ea11c68c,human_anchor,philosophy,,human,4.707373,0.538607,0.52652,7,217,1115
huma-5f1f1b20ad4448,human_anchor,waking_narrative,,human,3.338729,0.439447,0.479897,16,222,973
mode-223c02257a4679,model_narrative,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,base,4.304135,0.504552,0.523643,17,268,1067
mode-775a1c165c0d3a,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,5.209771,0.449138,0.470304,7,229,1026
mode-74eec09a79f123,model_narrative,tiiuae/Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,aligned,3.131007,0.443689,0.451186,14,258,1158
mode-8859b3efaf5e8d,model_narrative,m-a-p/neo_7b_instruct_v0.1,m-a-p/neo_7b_instruct_v0.1,aligned,3.129051,0.45614,0.48105,15,235,1001
huma-8253e8566a8ef4,human_anchor,waking_narrative,,human,3.578211,0.424174,0.46268,12,220,1025
mode-03e144e2cdb6e7,model_narrative,Qwen/Qwen3-8B,Qwen/Qwen3-8B,aligned,2.557616,0.37805,0.407305,15,256,1034
huma-3384f31977d56f,human_anchor,c20_fiction,,human,3.869488,0.433,0.473187,10,225,965
mode-5ee149f4fef1b6,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,2.497167,0.414062,0.443615,17,239,1093
huma-1d7d387bd9db05,human_anchor,philosophy,,human,3.895653,0.450508,0.434436,7,244,1164
mode-4c8443113718a1,model_narrative,m-a-p/CT-LLM-SFT-DPO,m-a-p/CT-LLM-SFT-DPO,aligned,2.635029,0.424823,0.442459,16,255,1083
mode-cbcefc53772397,model_narrative,01-ai/Yi-1.5-9B-Chat,01-ai/Yi-1.5-9B-Chat,aligned,4.142484,0.495741,0.557807,13,247,1190
mode-9ca1a830f9e268,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,3.494437,0.435723,0.468183,10,257,1128
mode-f546465326b1cd,model_narrative,m-a-p/CT-LLM-SFT-DPO,m-a-p/CT-LLM-SFT-DPO,aligned,3.522923,0.378154,0.398714,10,247,1121
mode-9acc0fe68faff1,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.229008,0.445125,0.481729,13,255,1063
mode-1f6cae840ad0e9,model_narrative,huggyllama/llama-7b,huggyllama/llama-7b,base,4.887159,0.493117,0.533522,15,235,1014
mode-1eec31f985ccff,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,4.659289,0.441222,0.480719,15,255,1131
mode-f0f6916a986593,model_narrative,BSC-LT/salamandra-7b-instruct,BSC-LT/salamandra-7b-instruct,aligned,2.163582,0.394809,0.448473,16,250,1114
mode-444b11a7c2f843,model_narrative,PKU-Alignment/beaver-7b-v1.0,PKU-Alignment/beaver-7b-v1.0,aligned,1.81573,0.337759,0.399849,17,242,1069
mode-4f28c3b114b172,model_narrative,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M,base,5.684542,0.426669,0.489349,15,251,1215
mode-9f0d66e1274ffa,model_narrative,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,base,3.878713,0.441572,0.47768,20,260,1094
mode-6ae12400549130,model_narrative,tiiuae/Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,aligned,3.897629,0.429003,0.456857,16,263,1390
mode-77b8a0e6612d36,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,2.666588,0.424234,0.46232,13,244,1084
huma-4b491e9ecb580b,human_anchor,c20_fiction,,human,3.688325,0.50403,0.545409,17,249,1039
mode-9c2e70703e3faf,model_narrative,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M,base,4.769544,0.42526,0.511152,15,262,1184
mode-aeb8a87a40e4c6,model_narrative,m-a-p/neo_7b,m-a-p/neo_7b,base,4.693726,0.483859,0.478692,12,239,1269
huma-2c31555889cec1,human_anchor,literary_criticism,,human,3.652243,0.491562,0.541683,6,244,1104
mode-57ed51aecdc5c7,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,4.105745,0.475776,0.509851,16,245,1073
huma-c7e82b4cb86ac4,human_anchor,waking_narrative,,human,2.406361,0.377811,0.434356,10,231,974
huma-827a88ca4de447,human_anchor,literary_criticism,,human,4.353218,0.472551,0.482819,5,235,1042
huma-096858779d6ca8,human_anchor,philosophy,,human,4.095559,0.451538,0.487114,5,213,1111
mode-0151e5a1f0d78e,model_narrative,allenai/OLMo-2-0425-1B-DPO,allenai/OLMo-2-0425-1B-DPO,aligned,3.783771,0.379064,0.422249,17,264,1273
mode-8f15afc75da7be,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,4.278761,0.386772,0.435685,18,266,1224
mode-86d455bf8ad1cc,model_narrative,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,base,3.693821,0.446737,0.475188,16,266,1034
mode-573f26d1d85baf,model_narrative,Qwen/Qwen3-8B,Qwen/Qwen3-8B,aligned,1.908646,0.357358,0.407657,17,266,1053
mode-7ebcd1cef7ad8f,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.777848,0.431711,0.503928,25,256,1054
mode-463a73ed13b66f,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,3.765683,0.433965,0.461687,20,257,1100
huma-6638ffb88028be,human_anchor,philosophy,,human,3.561671,0.524148,0.528272,9,303,1323
mode-a91457ee6c646e,model_narrative,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B,base,4.672014,0.518566,0.554362,10,243,1124
huma-ee1dba949af699,human_anchor,dreams,,human,3.815569,0.455717,0.473723,7,227,933
huma-7a6d5d38e3dc8b,human_anchor,c20_fiction,,human,5.031153,0.553599,0.550105,12,239,1025
huma-ef01081ef14cdb,human_anchor,philosophy,,human,3.935921,0.420206,0.489495,9,267,1241
huma-4f34375c7d5125,human_anchor,dreams,,human,3.901551,0.429785,0.434679,16,222,1008
mode-05a827dfe1f121,model_narrative,BSC-LT/salamandra-7b-instruct,BSC-LT/salamandra-7b-instruct,aligned,3.690347,0.430943,0.455848,13,237,1020
huma-1c0f67bd85b5c0,human_anchor,arxiv_abstracts,,human,4.20263,0.484142,0.493122,7,300,1435
mode-7072119ca7c65a,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.139565,0.437494,0.41285,11,241,1073
mode-a6bc16a708784c,model_narrative,01-ai/Yi-1.5-9B-Chat,01-ai/Yi-1.5-9B-Chat,aligned,3.967047,0.464137,0.470332,12,250,1079
mode-e0009010c3dd35,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,3.049809,0.386869,0.442964,15,260,1092
mode-a2241d78908f9c,model_narrative,PKU-Alignment/beaver-7b-v1.0,PKU-Alignment/beaver-7b-v1.0,aligned,2.86162,0.389028,0.424833,23,224,1023
mode-48c1f055dcc44f,model_narrative,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B,base,4.160915,0.538059,0.531791,17,241,983
mode-c8af9a79b0d160,model_narrative,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,base,4.828724,0.498025,0.533703,20,258,1051
huma-89efed4622fbcd,human_anchor,waking_narrative,,human,3.190382,0.44185,0.448214,13,228,996
mode-f74bea26ba6857,model_narrative,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,base,4.894145,0.482788,0.485695,14,256,1139
mode-2c7ddd9ebd6ae8,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,3.583377,0.478425,0.492834,21,277,1167
mode-d01d6c51c3ff65,model_narrative,tiiuae/Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,aligned,4.386923,0.498207,0.522071,18,250,1076
mode-dc1d60ed20a713,model_narrative,HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-Base,base,3.562757,0.464525,0.484784,13,265,1129
huma-13c18439faea12,human_anchor,arxiv_abstracts,,human,3.62243,0.449951,0.443558,8,230,1371
mode-9222257a33054c,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.488051,0.500426,0.504998,19,250,1112
mode-8e771395413b86,model_narrative,tiiuae/Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,aligned,5.008188,0.460296,0.501556,17,218,941
mode-c0c48b98fbd683,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,5.528843,0.502015,0.504378,16,263,1090
huma-b8da6d7f4140de,human_anchor,arxiv_abstracts,,human,4.425333,0.415112,0.450814,11,244,1474
mode-8a033726257ee4,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,3.865907,0.360507,0.403378,20,248,1102
mode-8768e714a7ea5c,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,2.757515,0.390544,0.402172,13,241,1096
mode-f9e696fe03b4ff,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,4.591006,0.325576,0.340642,7,200,997
huma-e22765632901a7,human_anchor,waking_narrative,,human,3.454971,0.420374,0.450127,15,229,995
mode-a19e2d3496e6f1,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,3.870538,0.415926,0.456083,15,253,1181
mode-ae6614d883b658,model_narrative,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,aligned,2.930013,0.422283,0.472991,13,256,1073
mode-6c4cc4aadc17db,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,2.990455,0.422416,0.503068,22,270,957
mode-45d6e9c315ca35,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,3.203915,0.454725,0.488583,21,267,958
mode-6a45815f550af0,model_narrative,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B,base,4.258172,0.386597,0.447388,17,264,1090
mode-ba6b8037dc7a10,model_narrative,allenai/OLMo-2-0425-1B-DPO,allenai/OLMo-2-0425-1B-DPO,aligned,4.178548,0.454696,0.473949,15,265,1177
mode-50485ef8eedaee,model_narrative,BSC-LT/salamandra-7b-instruct,BSC-LT/salamandra-7b-instruct,aligned,4.556461,0.483089,0.489401,13,239,1080
huma-768786ba4c5e92,human_anchor,dreams,,human,3.348473,0.439388,0.474394,13,227,947
huma-03b9097cc7a055,human_anchor,arxiv_abstracts,,human,5.404916,0.455468,0.484557,6,340,1507
mode-b084caf7a03cf9,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,5.231541,0.43067,0.501061,16,242,1004
huma-22e2d510355cff,human_anchor,c20_fiction,,human,5.801342,0.539826,0.547894,9,238,1109
