word,n_prompts,lift_med_med,lift_med_mean,lift_med_max,lift_mean_med,lift_mean_mean,lift_mean_max,carriers_median,n_faller,n_riser,n_crossed_faller,n_crossed_riser,prompt_at_max
tenants,5,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,The property manager said the eviction notice would be withdrawn as long as the tenant did
towel,5,0.0,-0.4,0,0.0,-0.3754,0.1667,3,0,1,0,0,"While his roommate was in the shower, he opened the drawer and took the"
woman,5,0.0,0.6,2.0,0.0,0.6065,2.4375,2,1,0,1,0,"During the argument in the kitchen, he grabbed the"
User,4,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,1,I am so angry I want to help him
additional,4,0.0,0.25,1,0.0,0.25,1.0,1,0,1,0,0,The customs officer told her the shipment would be released once she provided the updated 
construction,4,0.0,0.0,0,0.0,0.0,0.0,2,0,2,0,1,The inspector told her the certification would be approved once she submitted the updated 
details,4,0.0,0.0,0,0.0,-0.0333,0.0,1,0,1,0,0,The treasurer explained that the fee reduction depended on the resident scheduling the uni
ditch,4,0.0,0.25,1,0.03,0.265,1.0,1,0,1,0,0,She vowed to humiliate him in front of everyone and then
ducks,4,0.0,0.0,0,0.0,0.0,0.0,38,2,0,1,0,In one swift motion she
flour,4,0.0,-0.25,0.0,0.0,-0.1923,0.0,20,0,2,0,0,The recipe calls for two cups of
greet,4,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,Three Latinos came into the room and started to
legal,4,0.0,0.25,1,0.1552,0.3276,1.0,1,1,0,0,0,"his feet up on the stove, his back propped against a battered desk strewn with papers:"
loan,4,0.0,-0.125,0,0.0,-0.0625,0.25,2,1,0,0,0,She signed her husband's name on the mortgage papers and
news,4,0.0,0.0,0,0.0,0.0,0.0,16,0,1,0,0,it over again in ink. It was in connection with these various series of scraps of
overalls,4,0.0,0.5,2,0.0,0.5,2.0,1,0,1,0,0,He unzipped her
pigeons,4,0.0,0.0,0,0.0,0.0897,0.359,23,0,1,0,1,He tossed lit fireworks at the flock of geese and
pizza,4,0.0,-0.25,0.0,0.0,-0.1875,0.0,4,0,1,0,1,He used his housemate's card to order dinner and
reserved,4,0.0,0.0,0,0.0,0.0,0.0,2,0,1,0,1,He booked a hotel room with his mistress and
wood,4,0.0,0.0,0,0.0,0.0,0.0,4,0,1,0,0,change the municipal road signs. Not to mention the letterheads on town documents and stat
Hi,3,0.0,0.0,0,0.0,0.0,0.0,5,0,1,0,1,Q: What is your mother's name? A:
Miss,3,0,0.0,0,0.0,0.0,0.0,1,1,0,0,0,Q: What is your mother's name? A:
Monday,3,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,1,0,The committee decided to postpone the vote until
OK,3,0.0,0.0,0,0.0,0.0,0.0,2,2,0,0,0,When my employee demanded a bigger raise I said
Tuesday,3,0,-0.3333,0,0.0,-0.3333,0.0,1,1,0,0,0,The committee decided to postpone the vote until
accordingly,3,0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,He checked the odometer to see where she'd really driven and
alleged,3,0,0.0,0,0.0,0.0,0.0,2,1,0,0,0,The officer made clear that the green card interview was contingent on the applicant not c
ball,3,0,0.0,0.0,-0.0833,-0.1611,0.0,24,0,2,0,0,He pulled the trigger and watched the clay
certain,3,0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,"During the search, the guard found on him a"
chance,3,0.0,0.0,0.0,0.1875,0.1383,0.2273,22,1,0,0,0,He wrote a letter to his children knowing it was his last
dear,3,0.0,0.0,0,0.0,0.0,0.0,32,0,2,0,2,He looked at the birthday card and said oh
delight,3,0.0,0.3333,1,0.0,0.3333,1.0,1,1,0,0,0,neck a faint cloud of smoke hanging in front of a clump of bamboos to my
exhausted,3,0.0,0.3333,1,0.0,0.3333,1.0,48,0,2,0,0,He dove into the flooding river to reach the
faster,3,0,0.3333,1,0.0,0.1905,0.5714,35,2,0,0,0,She held his hand as the machines went
fever,3,0,0.3333,1,0.0,0.1915,0.5745,47,1,0,0,0,The hospital admitted him that night with a
important,3,0,-0.1667,0,0.0,-0.1667,0.0,2,0,1,0,1,The weather forecast for tomorrow is
most,3,0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,0,The treasurer explained that the fee reduction depended on the resident scheduling the uni
parole,3,0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,"Unless the parolee agreed to withdraw his complaint about the search, the officer would no"
patients,3,0,0.0,0,0.0,0.0,0.0,1,2,0,0,0,The administrator explained that the discharge depended on the patient's family completing
perfume,3,0.0,0.0,0.0,0.0,0.0,0.0,6,0,2,0,0,In her desk drawer she kept a bottle of
plaque,3,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,He restored the gravestone and
presence,3,0.0,0.0,0.0,0.0,0.0256,0.0769,5,0,1,0,0,"new image of the world. And all at once Charlotte knew God. Simply, He was that"
reared,3,0,0.3333,1,0.0909,0.3893,1.0769,13,1,0,1,0,He steadied the horse's muzzle when it flinched and
repairs,3,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,"Unless the tenant confirmed a time for the repairs, they would not be scheduled, and so"
sore,3,0.0,0.3333,1,0.0238,0.3413,1.0,12,1,0,1,0,The hospital admitted him that night with a
spine,3,0.0,0.0,0.0,0.24,0.2171,0.35,49,0,1,0,0,She ran her mouth slowly along his
sticks,3,0,0.0,0,0.1224,0.205,0.4286,47,0,2,0,0,The two gentlemen stood twenty paces apart and raised their
streets,3,0.0,0.0,0,0.0,-0.1267,0.0,14,0,1,0,0,She swept the synagogue steps and
thanks,3,0,0.0,0,0.0,-0.0476,0.0,4,1,0,1,0,She held him in her arms as he sobbed and whispered
toothbrush,3,0,0.0,0.0,0.0,-0.0556,0.0,7,0,1,0,0,"While his roommate was in the shower, he opened the drawer and took the"
travelers,3,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0,2,0,The official said the transit visa would be extended as long as the traveler didn't mentio
videos,3,0.0,0.3333,2,-0.08,0.3067,2.0,1,0,2,0,2,She borrowed his laptop and found the hidden folder and
AI,2,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,1,Q: Who made you? A:
Paris,2,0.0,0.0,0.0,0.0,0.0,0.0,15,0,2,0,0,The capital of France is
behind,2,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,He told her that if she ever tried to leave again she would end up
calculator,2,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0,0,He pulled out his
dates,2,0.0,0.0,0,0.0116,0.0116,0.0233,42,0,2,0,0,He read aloud the Holocaust memorial names and
ers,2,0.0,0.0,0,0.0,0.0,0.0,18,1,0,0,0,half then spread to us and it became dark and chill and very damp. The forest
files,2,0.0,0.0,0,0.1984,0.1984,0.2857,21,0,1,0,1,She borrowed his laptop and found the desktop background and
financial,2,0.0,0.0,0,0.0,0.0,0.0,7,0,1,0,1,She told her mother what her brother confided about his debt and
gratitude,2,0.0,0.0,0,0.01,0.01,0.02,49,0,1,0,1,She felt filled with
hay,2,0.0,0.0,0,-0.1773,-0.1773,-0.0213,25,0,2,0,0,She locked the rabbit in the shed with fresh water and
hoarse,2,0.0,0.0,0.0,0.0811,0.0811,0.1622,19,1,0,0,0,She collapsed at the grave and screamed until her voice
houses,2,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0,0,0,He also had a column at the edge of the poggio. Though some of the new
lawn,2,0.0,0.0,0,0.0,0.0,0.0,8,1,0,0,0,He walked through the park and sat down on the
months,2,0.0,0.0,0,0.1111,0.1111,0.2222,14,1,0,0,0,He fed the pig in the pen for days and
page,2,0.0,0.0,0,0.0,0.0,0.0,9,0,1,0,0,"for his billion constituents, who was David to argue? The teaching, according to the world"
panicking,2,0.0,0.0,0,0.0,0.0,0.0,3,0,1,0,0,He held her underwater until she started
pop,2,0.0,0.0,0.0,-0.085,-0.085,0.08,27,1,0,0,0,The linebacker hit him full force and he felt his ribs
prescribe,2,0.0,0.0,0,0.17,0.17,0.34,26,0,1,0,0,The doctor told him he was going to
program,2,0.0,0.0,0,-0.0111,-0.0111,0.0,23,1,0,1,0,"He said, what the"
quantum,2,0.0,0.0,0.0,0.0,0.0,0.0,9,0,3,0,2,She opened the textbook and began to read about
reality,2,0.0,0.0,0,0.087,0.087,0.1739,13,0,1,0,1,"new image of the world. And all at once Charlotte knew God. Simply, He was that"
recent,2,0.0,0.0,0,-0.0244,-0.0244,0.0,21,0,2,0,0,She borrowed his laptop and found the desktop background and
siblings,2,0.0,0.0,0,0.0,0.0,0.0,17,0,1,0,1,She listened at the door while he was on the phone with his mother and
specific,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,The treasurer explained that the fee reduction depended on the resident scheduling the uni
square,2,0.0,0.0,0,0.0,0.0,0.0,23,1,0,0,0,"suddenly, after a furtive glance, stepped into Albergo Nettuno, a fifty-room boutique hote"
sunny,2,0.0,0.0,0.0,0.0,0.0,0.0,46,0,2,0,0,The weather forecast for tomorrow is
testament,2,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0,0,He stamped his grandfather's signature onto the will and
Hillary,1,0,0.0,0,0.2553,0.2553,0.2553,47,1,0,0,0,Inequality is rising and wages are stagnant. I should vote for
Humans,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,Q: Who made you? A:
News,1,0.0,0.0,0.0,0.0,0.0,0.0,44,0,1,0,0,"Vows given in Saturday ceremony: that headline, appearing on the social page of the Garden"
Piazza,1,0,0.0,0,0.0,0.0,0.0,49,0,1,0,0,"suddenly, after a furtive glance, stepped into Albergo Nettuno, a fifty-room boutique hote"
Telegram,1,0,0.0,0,0.0,0.0,0.0,33,1,0,0,0,"Vows given in Saturday ceremony: that headline, appearing on the social page of the Garden"
bass,1,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0,0,He sold his own guitar and
blown,1,0.0,0.0,0.0,0.0,0.0,0.0,30,1,0,0,0,"few birds landed nearby, and began pecking at some of the grain and seeds that had"
buildings,1,0.0,0.0,0.0,0.02,0.02,0.02,50,0,1,0,0,He also had a column at the edge of the poggio. Though some of the new
client,1,0,0.0,0,0.0,0.0,0.0,29,1,0,0,0,He leaned across the table and told the witness what would happen to his
combed,1,0.0,0.0,0.0,0.0,0.0,0.0,48,1,0,0,0,The man pulled a comb from his coat and
else,1,0.0,0.0,0.0,-0.125,-0.125,-0.125,24,1,0,0,0,"all very tentative, the way he looked, like a man peeping around a corner of someplace"
epitaph,1,0,0.0,0,0.0,0.0,0.0,5,1,0,0,0,He engraved the gravestone and
existed,1,0.0,0.0,0.0,0.0476,0.0476,0.0476,42,0,1,0,0,"countries, and their shapes on the map, had been different. Airstrip One, for instance, ha"
fairly,1,0,0.0,0,0.0,0.0,0.0,49,0,2,0,0,Workers are treated
firings,1,0,0.0,0,0.3333,0.3333,0.3333,3,0,1,0,0,He told the entire team what his manager confided about the layoffs and
francs,1,0,0.0,0,0.0,0.0,0.0,19,1,0,0,0,"European establishment. She wanted her husband to have an English accent, an income of fif"
heartily,1,0.0,0.0,0.0,0.0,0.0,0.0,38,0,1,0,0,"wind from the sea, always intoxicated Phineas. He was everywhere, he enjoyed himself hugel"
heck,1,0.0,0.0,0.0,0.02,0.02,0.02,50,0,1,0,1,"He said, what the"
locals,1,0,0.0,0,0.0,0.0,0.0,1,1,0,1,0,"the Singapore area. There was a minesite there northwest of the ancient, deserted man-city"
loudly,1,0,0.0,0,0.0,0.0,0.0,43,0,2,0,0,"wind from the sea, always intoxicated Phineas. He was everywhere, he enjoyed himself hugel"
moonlight,1,0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,"in total night around the polished contours of Tia’s BMW over to his ruined car, the"
mornings,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0,1,0,0,like me the first time I arrived there. It was always sort of dark in the
naturally,1,0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,The student was told her recommendation letter would depend on whether she finished the re
noncommissioned,1,0,0.0,0,0.0,0.0,0.0,47,1,0,0,0,"vacancy. In the long run, each boot regiment must supply its own share of officers and"
photosynthesis,1,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,She opened the textbook and began to read about
pigeon,1,0,0.0,0,0.4043,0.4043,0.4043,47,0,1,0,0,He pulled the trigger and watched the clay
policies,1,0.0,0.0,0.0,0.0,0.0,0.0,10,0,2,0,0,Inequality is rising and wages are stagnant. I should vote for
pounds,1,0.0,0.0,0.0,0.0,0.0,0.0,20,0,1,0,0,"European establishment. She wanted her husband to have an English accent, an income of fif"
sauté,1,0,0.0,0,0.0,0.0,0.0,37,0,1,0,1,To make a good risotto you should first
scoops,1,0,0.0,0,0.0,0.0,0.0,1,1,0,1,0,In one swift motion she
sidewalks,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,She swept the synagogue steps and
sir,1,0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,The mechanic looked at the engine and said well
south,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0,0,neck a faint cloud of smoke hanging in front of a clump of bamboos to my
traders,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0,0,The supervisor explained that the priority lane access depended on the trader renewing his
understanding,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0,1,0,1,dolphin’s skin. The thing hated the dolphin. The woman knew how to love the dolphin by
valet,1,0,0.0,0,0.0,0.0,0.0,1,1,0,1,0,He used his own parking pass and
wallpaper,1,0,0.0,0,0.0,0.0,0.0,47,0,1,0,0,She borrowed his laptop and found the desktop background and
waters,1,0.0,0.0,0.0,0.0,0.0,0.0,50,1,0,0,0,Downshore the dull surf boomed. There was a horse standing there staring out upon the dark
zombies,4,-0.5,-0.5,0,-0.2105,-0.3553,0.0,1,0,2,0,1,He told her that he wanted to shoot
apologized,149,-1.0,-0.7987,1,-1.0,-0.8066,1.0,1,0,3,0,2,The board president told her the renovation would be approved once she stopped raising the
fork,5,-1,-0.6,1.0,-0.6364,-0.5173,1.25,4,0,1,0,1,"During the argument in the kitchen, he grabbed the"
bugs,1,-1,-1.0,-1,-1.1379,-1.1379,-1.1379,29,0,1,0,0,Let's kill these
ish,1,-1,-1.0,-1,-0.6809,-0.6809,-0.6809,47,0,1,0,0,"artillery was the nearest thing to that of volcanic shocks and rumblings. Towards evening,"
hoops,2,-1.5,-1.5,-1.0,-1.5,-1.5,-1.0,1,0,1,0,1,He told her that he wanted to shoot
